Topic,Rotulo
9,"decisões, Legislativo, competência, Senado, ministros, prisão, poder, casos, irregularidades, independência, inconstitucionalidade, penais, necessário, Poderes, questões, forma, prerrogativa, função, autoridades, lei, político, imparcial, papel, perpétua, indicados, improbidade, ações, nomeação, administrativas, necessários"
10,"fiscalização, Executivo, Senado, poder, papel, responsabilidade, controle, ações, direito, questões, funções, mecanismos, públicos, público, administração, gestão, interesse, pública, autorização, cumprimento, leis, crucial, gastos, esclarecimentos, constitucionais, poderes, essenciais, proteção, nacional, serviços"
11,"limites, constitucionais, legais, limitações, ações, Constituição, atuação, poder, funções, ação, tentativa, inconstitucional, atribuições, autoridades, legislação, direitos, instituições, separação, Estado, individuais, intervenção, específicos, casos, vigilância, democracia, coletivo, segurança, infraconstitucional, claros, economia"
12,"reforma, reformas, direitos, trabalhista, previdência, política, Constituição, previdenciárias, constitucional, constitucionais, agrária, Previdência, princípios, inconstitucionais, atual, trabalhadores, conformidade, fundamentais, tentativa, governo, trabalhistas, necessidade, democráticos, partidos, antecedência, políticas, eleições, sistema, governabilidade, aposentadorias"
13,"autonomia, administrativa, política, Estados, estado, recursos, questões, federação, gerais, União, próprias, própria, criação, efetiva, Estado, necessidade, criminais, prioridades, governo, normas, representatividade, penal, ambiente, direito, instituições, meio, , , , "
14,"normas, constitucionais, norma, regimentais, normativa, constitucional, normativas, processo, Constituição, diretas, Municípios, decisão, atualização, país, União, promulgação, Estados, novos, novos Municípios, complexidade, legislativos, jurídicas, revisão, aumento, Senado, membros, orador, procedimentos, senadores, pessoas"
15,"ambiental, ambiente, ambientais, meio, proteção, preservação, Estado, gerações, futuras, políticas, responsabilidade, legislação, obrigação, projeto, impactos, constitucional, governo, futuras gerações, sociedade, patrimônio, impacto, medidas, Constituição, regulatório, equilíbrio, direitos, federal, suporte, biomas, presentes"
16,"empresas, campanhas, financiamento, empresarial, micro, pequenas empresas, pequenas, privado, inconstitucional, doações, eleitorais, empresariais, empresários, trabalhadores, condições, físicas, eleições, distorções, inconstitucionais, Constituição, eleitoral, específicas, constitucional, transparência, princípios, políticas, emenda, pessoas, aéreas, pequenos"
17,"CPI, CPIs, requisitos, instalação, criação, fatos, fato, minoria, assinaturas, vontade, requerimento, Senado, maioria, constitucionais, direito, mesmo, Presidente, vez, desconexos, manobras, constitucional, partidários, válido, válida, líderes, forma, parlamentar, investigações, Câmara, procedimentos"
18,"mínimo, salário, suficiente, ministros, trabalhadores, valor, número, básicas, decreto, necessidades, vida, aposentados, lazer, benefícios, alimentação, digna, moradia, famílias, critérios, transporte, senadores, necessário, acordo, piso, Estado, base, Justiça, presença, inconstitucional, integridade"
19,"econômico, desenvolvimento, regional, desigualdades, Nordeste, econômicos, regionais, econômica, rural, econômicas, fundos, Estados, equilíbrio, redução, regiões, maior, Constituição, constitucional, produtividade, ajustes, crescimento, consumidores, social, promoção, propriedade, direitos, maneira, medidas, constitucionais, justiça"
20,"decisões, monocráticas, importantes, princípios, Senado, Constituição, constitucionais, conformidade, inconstitucionais, transparência, senadores, acordo, contrárias, constitucional, leis, indígenas, base, funcionamento, povo, interesses, poderes, Poderes, controversas, nulidade, população, ditames, hierarquia, unilaterais, sujeitos, ações"
21,"crianças, menores, anos, adultos, Estado, sociedade, responsabilidade, direitos, proteção, penal, setores, idade, crimes, especial, fundamentais, forma, sujeitos, sistema, legislação, princípio, questões, pedofilia, emancipações, urgente, atenção, geral, integral, regime, constitucional, brasileiro"
22,"trânsito, julgado, prisão, sentença, inconstitucional, execução, penal, pena, instância, segunda instância, segunda, presunção, inocência, direito, provisória, Constituição, passagens, multas, estudantes, momento, dias, juiz, tramitação, matéria, julgamento, possível, autorização, liberdade, indígenas, terras"
23,"harmônica, independente, forma, poder, Judiciário, Poderes, maneira, democracia, formas, benefício, interferência, complementar, interesse, poderes, político, público, Poder, sistema, , , , , , , , , , , , "
24,"crédito, créditos, autorização, suplementares, abertura, operações, decretos, extraordinário, Presidente, cartões, situações, governo, Congresso, extraordinários, provisórias, legislativa, decreto, medidas, mercado, fiscais, crime, primário, responsabilidade, emissão, pedaladas, legal, uso, bancos, saudável, argumentos"
25,"petróleo, Estados, riqueza, exploração, produtores, provenientes, receita, energia, forma, recursos, arrecadação, elétrica, produção, Municípios, parte, nação, brasileira, estados, distribuição, territórios, proveniente, impactos, população, sociedade, produtos, propriedade, regionais, gestão, empresa, sociais"
26,"judicial, decisão, tratamento, autorização, processo, ação, violação, interceptação, constitucional, sistema, partes, fundamentais, direitos, adequado, legal, princípios, obrigação, ricos, publicação, argumentos, dívidas, sociais, emissão, trâmites, desigualdade, colaboração, distinção, sigilo, desvio, quebra"
27,"transparente, transparentes, público, acessíveis, atos, forma, votações, administrativos, administração, ética, governo, pública, princípios, abertas, gastos, constitucionais, válidos, futebol, claros, responsável, contas, , , , , , , , , "
28,"penal, maioridade, processual, exercício, redução, civil, matéria, mandato, parlamentares, princípios, novo, inconstitucional, emenda, atual, desatualizado, constitucionais, direito, conformidade, manifestações, Constituição, mudanças, possível, legislação, significativas, constitucional, alteração, perpétua, declarações, instituição, Parlamentares"
29,"universal, acesso, igualitário, saúde, serviços, Estado, cidadãos, ações, dever, responsabilidade, forma, igualitária, pública, , , , , , , , , , , , , , , , , "
30,"presidenciais, apreciação, prazo, votação, deliberação, constitucional, procedimento, específico, legislativas, legislativa, ordem, função, atividades, responsabilidade, papel, acordo, dever, hábil, conclusão, legislativo, insegurança, plena, poder, tempo, Constituição, processo, anos, jurídica, regras, "
31,"religião, liberdade, Estado, religiosos, direito, oficial, mesmo, expressão, exercício, maioria, respeito, mesmo tratamento, superiores, filhos, pais, reservas, constitucionais, políticas, valores, tratamento, situações, questões, acordo, parte, população, normas, indígenas, , , "
32,"Constituição, marco, avanço, direitos, mulheres, significativo, impacto, país, promulgação, violência, sistema, trabalhistas, constitucional, progressistas, rodovias, atual, categoria, liderança, desenvolvimento, social, falhas, papéis, doméstica, proteção, mesmas, prevista, direto, avanços, estruturais, reeleição"
33,"distribuição, petróleo, produtores, exploração, contratos, Municípios, regras, recursos, direito, compensação, mudanças, vigor, forma, legislação, equilíbrio, constitucionais, estabelecido, critérios, inconstitucionais, direitos, diferenciação, minerais, existentes, constitucional, Constituição, princípios, equitativa, objetivos, propriedade, territórios"
34,"educação, responsabilidade, Estado, responsabilidades, sociedade, família, acesso, governo, infantil, específicas, veiculação, televisão, fundamental, retorno, nível, culturais, concessão, investimentos, programas, orador, empresas, pública, , , , , , , , "
35,"Poder, interferência, competências, funções, interferências, atribuições, Poderes, independente, poder, forma, liberdade, Executivo, decisões, bem, equilíbrio, indevida, excessiva, harmonia, cooperação, externas, institucional, país, Senado, , , , , , , "
36,"crime, Presidente, responsabilidade, crimes, presidente, probidade, legal, orçamentária, decretos, suplementação, autorização, administrativa, provas, comprovação, cargo, evidências, indícios, improbidade, destituição, lei, artigo, inconstitucional, processo, constitucional, , , , , , "
37,"censura, inconstitucional, prévia, forma, ato, expressão, restrição, liberdade, tentativa, violação, pensamento, cerceamento, liberdades, constitucional, constitucionais, escolas, direitos, , , , , , , , , , , , , "
38,"poderes, funções, poder, Poder, atribuições, arbitrária, Poderes, maneira, indivíduo, influência, separação, abusos, forma, funcionamento, jurídica, ordem, , , , , , , , , , , , , , "
39,"incentivos, fiscais, desenvolvimento, reconhecimento, constitucional, importância, regional, tratamento, respaldo, prorrogação, região, continuidade, especial, econômica, tributário, proteção, ambiental, papel, termos, integração, ordenamento, regime, jurídico, necessidade, brasileiro, social, fundamental, Constituição, , "
40,"militar, militares, golpe, intervenção, tentativa, regime, violação, greve, inconstitucional, ativa, ordem, ação, ditadura, direito, Constituição, policiais, ilegal, proposta, constitucional, constitucionais, políticos, questões, resistência, inadequadas, declaração, injustiça, atores, deposição, operação, ilegítima"
41,"Câmara, Senado, caminho, deputados, vereadores, Plenário, mandato, processo, volta, decisão, refúgio, leis, deliberações, adicional, comuns, apreciação, inconstitucional, perda, cassação, território, eleição, mandatos, administração, representantes, interesse, partidos, constitucional, aprovação, senadores, necessário"
42,"Ministros, constitucionais, Senado, abusos, Constituição, parte, completa, maneira, legislador, dever, composição, forma, funcionamento, atribuições, adequado, acordo, ideológica, conformidade, infrações, leis, títulos, conduta, denúncias, poder, nomeação, partidária, instância, requisitos, competências, decisão"
43,"documento, texto, constitucional, documentos, papel, Constituição, importante, formação, novos direitos, mudanças, sociais, novos, necessidades, segredo, país, intenção, grande, sigilo, prorrogação, temporal, atuais, composição, vigente, possibilidade, limite, importância, necessárias, atribuições, alteração, sociedade"
44,"coletividade, futuras gerações, dever, presentes, gerações, futuras, acusados, interesses, direito, oportunidade, processos, judiciais, acusado, poder, meio, público, cidadãos, ambiente, julgamento, orador, responsabilidade, decisão, sociedade, Estado, país, , , , , "
45,"servidores, quadro, União, territórios, transposição, quadros, federal, direito, território, direitos, outubro, federais, estaduais, Estado, relação, estados, trabalho, precedente, antigos territórios, antigos, equivalentes, extinção, mesma, possibilidade, administração, possível, medida, pessoas, públicos, constitucional"
46,"Poderes, equilíbrio, harmonia, poderes, forma, independente, Senado, harmônicos, desequilíbrio, federativo, institucional, Executivo, estrutura, cooperativos, freios, contrapesos, Poder, independentes, extinção, unidades, respeitosa, federativas, excessiva, impunidade, concentração, poder, justo, essencial, bem, democrático"
47,"instrumento, instrumentos, Constituição, opressão, direitos, democracia, propriedades, promoção, proteção, justiça, elaboração, social, rurais, pessoa, cidadania, humanos, homem, população, fundamentais, agenda, fundamental, demanda, realização, local, superior, Estado, escravo, CPIs, transição, crise"
48,"ordem, situações, combate, uso, funções, papel, desordem, segurança, pública, fronteiras, armas, crise, constitucional, narcotráfico, sociedade, desportivas, vigilância, disciplina, hierarquia, cursos, polícias, constitucionais, terrorismo, alimentação, apoio, território, democráticas, militares, assistência, práticas"
49,"secreto, voto, secretos, secreta, secretas, votações, votação, atos, cassação, inconstitucionais, casos, plenário, legislador, previsão, norma, prática, senadores, ordinário, nulos, Senado, assunto, constitucional, Constituição, circunstâncias, sessões, intenção, indicação, comum, regra, administrativos"
50,"trabalhadores, domésticos, mesmos, mesmos direitos, direitos, trabalhistas, urbanos, previdenciários, rurais, benefícios, semelhantes, acesso, relação, limitações, direito, , , , , , , , , , , , , , , "
51,"gastos, teto, aumento, limite, públicos, gás, gasto, transferências, governo, áreas, econômica, estabilidade, saúde, emenda, obrigatórios, meio, excessivos, injusta, sujeitas, prejudicial, limites, natural, sociais, inadequada, limitação, percentuais, fontes, privadas, direitos, revisão"
52,"Regimento, regimento, interno, Constituição, Senado, regimentais, votações, conformidade, constitucionais, votação, regras, constituição, maçonaria, explícita, preferência, regulamentos, direito, requerimento, fidelidade, decisões, mudanças, ausência, lei, partido, regra, pressões, apreciação, externas, partidária, cumprimento"
