Topic,Rotulo
15,"tributária, reforma, tributário, tributos, sistema, tribunais, tributárias, Estados, complementar, emenda, carga, Emenda, contribuições, Tribunais, proposta, regime, contas, arrecadação, União, inciso, princípios, normas, jurídico, imunidade, matéria, essenciais, solução, funcionalidade, administrações, projeto"
16,"fundamentais, direitos, nova, carta, objetivos, democracia, Constitucional, nacional, sociedade, sonhos, princípios, coerência, iguais, tratado, defesa, essenciais, respeito, sociais, patrimônio, nova Constituição, valores, capítulo, povo, importantes, pacto, artigos, força, organização, área, redução"
17,"crédito, abertura, suplementar, autorização, créditos, inciso, operações, legislativa, prévia, especial, correspondentes, indicação, extraordinário, recursos, externas, comoção, financeira, calamidade, União, extraordinários, natureza, interesse, guerra, imprevisíveis, despesas, decorrentes, urgentes, interna, pública, Senado"
18,"harmônicos, independentes, Poderes, Executivo, Judiciário, poderes, União, independente, independência, brasileira, Presidente, separação, Nação, poder, missão, atividade, forma, fato, Independente, magnitude, sintonizados, indiscriminada, artigo, brasileiro, gosto, máxima, adequado, justo, orientação, meses"
19,"CPI, terço, investigação, CPIs, requerimento, minoria, Casas, membros, próprios, respectivas Casas, judiciais, autoridades, respectivas, fato, regimentos, poderes, Senado, assinaturas, prazo, infratores, instalação, Câmara, instrumento, acórdão, certo, apuração, conjunto, criminal, maioria, constitucionais"
20,"pétrea, cláusula, pétreas, cláusulas, direitos, federativa, garantias, vida, questão, privacidade, individuais, forma, homens, âmbito, princípio, princípios, juristas, inconstitucional, diferentes, públicos, brasileiros, estrutura, inviolável, mesmo, bem, ordenamento, federativo, redução, vista, especial"
21,"advogado, brasileira, pago, brasileiro, cidadão, vida, direitos, hora, ônus, fundamentais, família, vice, liberdade, ideias, defensor, atos, sagrado, Ministro, pobres, Presidente, democrático, posição, leis, juiz, tribuna, povo, ordenamento, compromisso, civil, soberania"
22,"veto, vetos, dias, recebimento, pauta, Presidente, Congresso, prazo, votação, sessão, apreciação, proposições, voto, escrutínio, secreto, deliberação, conjunta, imediata, absoluta, maioria, horas, data, presidenciais, ordem, legislativo, final, Senado, Senadores, processo, dia"
23,"defesa, interesses, regime, ordem, jurídica, indisponíveis, individuais, democrático, instituição, jurisdicional, sociais, Judiciário, permanente, essencial, função, atribuições, papel, institucionais, membros, atividades, hoje, advogados, observância, exercício, independente, leis, essenciais, funções, grande, importância"
24,"povo, poder, representantes, único, parágrafo, meio, termos, democracia, voto, bolão, democrático, artigo, plebiscito, dinheiro, seguinte, clara, patrão, primeiro, vaidade, proclamação, estatuído, chamado princípio, princípio, primeiro artigo, textos, sufrágio, intermédio, instituído, forma, bolo"
25,"Disposições, Estados, limites, Território, territórios, artigo, transformação, Territórios, criação, Federais, atuais, compreendidos, critérios, normas, nova, Unidades, condição, compreendido, condições, promulgação, anos, mesmos, novos, área, servidores, importância, novos Estados, livre comércio, tutela, importação"
26,"cassação, Plenário, questão, favor, triste, economia, mercado, mandato, gente, voto, CPMF, anos, momento, negociação, educação, negociações, povo, tempo, servidores, despesas, arrecadação, cidadão, mesa, saúde, hora, coisa, social, vezes, Congresso, ponto"
27,"autonomia, entes, administrativa, Municípios, Estados, federativos, funcional, poder, plano, relação, financeira, federativo, medida, União, soberania, princípio, política, recursos, brasileira, Vereadores, Prefeito, municipais, busca, vontade, afronta, áreas, organização, federal, próprio, possibilidade"
28,"cidadão, saúde, dever, cidadãos, acesso, obrigação, clara, segurança, inocente, indiscutível, pessoais, necessárias, contrário, interesses, condições, exercício, , , , , , , , , , , , , , "
29,"saúde, agravos, recuperação, igualitário, econômicas, promoção, risco, universal, ações, doença, serviços, redução, acesso, políticas, proteção, sociais, premissa, plasmado, principio, , , , , , , , , , , "
30,"empresas, empresa, energia, micro, empresarial, pequeno, Estados, empresário, financiamento, campanhas, tratamento, comercialização, estatal, porte, pequenas empresas, pequenas, microempresas, emenda, oportunidade, pequeno porte, participação, técnico, inconstitucional, pequenos, ilegal, repasse, profissão, produtores, aspas, entes"
31,"comunicações, sigilo, XII, telefônicas, rádio, inciso, judicial, correspondência, telecomunicações, emissoras, televisão, quebra, dados, último caso, programação, instrução, inviolável, criminal, hipóteses, último, fins, processual, telefônico, radiodifusão, TV, inviolabilidade, monopólio, investigação, ordem, dano"
32,"trabalho, trabalhadores, direitos, trabalhador, carteira, autônomo, trabalhadoras, trabalhistas, brasileira, recentes, Consolidação, resguardado, semanal, inaceitável, empregado, escravo, jornada, férias, profissão, luta, mudança, conquistas, anos, golpe, emenda, função, país, clara, momento, relação"
