Topic,Rotulo
10,"ambiental, ambiente, meio, ambientais, proteção, preservação, importância, legislação, desenvolvimento, importante, política, agrícola, negócios, agenda, sabedoria, futuras, marco, questões, documento, gerações, relação, setor, sustentável, direito, mecanismos, atual, vida, inclusão, cidadã, futuras gerações"
11,"problemas, crises, suficiente, políticas, instrumento, atual, país, fiscais, sistema, político, nacionais, federativos, questão, corrupção, guia, indiretas, vinculações, superação, capaz, saúde, orçamentárias, diretas, campo, impunidade, , , , , , "
12,"histórica, histórico, marco, importante, históricas, conquista, cidadã, história, povo, país, brasileiro, obra, trabalhadores, sociais, social, direitos, luz, política, legado, avanços, figuras, relação, domésticos, injustiça, período, atos, terras, mudanças, compromisso, inclusão"
13,"framework, impeachment, ensure, legal, crises, fundamental, recall, CPIs, crime, crimes, , , , , , , , , , , , , , , , , , , , "
14,"democracia, pilar, práticas, inconstitucionais, princípios, terrorismo, conjunto, argumento, artigos, aprovação, eficiência, princípio, provisórias, respeito, medidas, transparência, relação, instrumento, , , , , , , , , , , , "
15,"recursos, distribuição, entes, federativos, naturais, justa, equitativa, justa distribuição, justiça, gestão, documento, injusta, receitas, clara, municípios, eficaz, guia, simplificação, justos, sábio, penais, critérios, obstáculo, país, , , , , , "
16,"limites, claros, atuação, documento, limite, Executivo, gastos, juros, poder, excessos, temporais, legislação, públicos, limitações, medidas, necessários, criação, provisórias, local, segurança, aposentadorias, federais, programas, contribuições, CPMF, fundos, preceitos, forças, feita, militares"
17,"tributária, tributos, tributário, tribunais, reforma, tributárias, sistema, criação, Municípios, justo, distribuição, superiores, controle, detrimento, estrutura, reformas, poderes, marco, legalidade, receita, injustos, temporários, resposta, concentração, prorrogação, federais, ineficaz, legítimo, investigação, arrecadação"
18,"lei, leis, elaboração, projeto, projetos, Maior, novas leis, parâmetro, novas, aplicação, proposição, obstáculos, aprovação, essencial, fundamental, questão, popular, instituições, desempenho, documento, guia, respeito, vocação, constitucionalidade, análise, forma, cláusula, sábia, consolidação, obstáculo"
19,"terras, indígenas, demarcação, demarcações, temporal, questões, marco, respeito, processos, estrangeiros, relação, clara, propriedade, forma, processo, proteção, margem, marcos, insuficientes, inadequado, discussão, nacionais, injustiças, orador, controle, inadequada, necessidades, importantes, atual, fundamentais"
20,"União, forma, decisão, aposentadoria, impunidade, atribuições, regulamentação, decisões, poder, jornalista, improbidade, obrigatoriedade, jornalismo, formais, profissão, indicação, diploma, perda, especial, casos, retrocesso, mandato, administrativa, aspectos, grande, participação, Senado, importantes, educação, relação"
21,"regional, desenvolvimento, instrumento, regionais, desigualdades, progresso, externa, estabilidade, igualdade, política, , , , , , , , , , , , , , , , , , , , "
22,"financeiras, financeira, Municípios, financeiros, crédito, obrigações, Estados, operações, abusivas, cidadãos, compensações, difíceis, práticas, instrumento, externas, recursos, situação, saúde, econômica, documento, justa, confrontantes, esferas, base, justa distribuição, ilegalidade, capacidade, tradição, previdenciário, integral"
23,"adolescentes, crianças, proteção, direitos, prioridade, absoluta, legislações, documento, avançadas, relação, essencial, importante, mundo, fundamentais, significativo, verdadeira revolução, revolução, ideológica, verdadeira, instrumento, boa, Estado, social, claras, públicas, normas, responsabilidades, princípio, avanços, lei"
24,"moralidade, moral, moralização, pública, impessoalidade, eficiência, política, administração, transparência, princípios, publicidade, imperativo, administrativa, legalidade, guia, candidatos, ético, essencial, instrumento, exercício, importante, idoneidade, capítulo, consciência, critérios, eficácia, relevante, aprovação, marco, consonância"
25,"administração, pública, guia, administrativos, controle, eficiência, essencial, marco, regulatório, exercício, princípio, público, princípios, transparência, adoção, órgãos, eleição, eficiente, direta, fundamentais, ética, importante, claras, processos, eficaz, competências, emendas, regionais, direitos, documento"
26,"reserva, extrema, composição, demarcação, modelo, importância, papel, atual, , , , , , , , , , , , , , , , , , , , , , "
27,"documento, fundamentais, instrumento, direitos, justiça, insuficiente, igualdade, legalidade, igualitário, indígenas, segurança, políticas, melhoria, pública, territórios, essencial, condições, governamentais, funções, serviço, tratamento, necessário, crises, equidade, estrutura, humana, gestão, vida, prática, público"
28,"liberdade, expressão, baluarte, divergentes, opiniões, respeito, parlamentar, vida, direitos, ONGs, estrangeiras, entendimento, pensamento, comunicação, imprensa, marco, ação, restrições, dispositivos, espírito, fundamentais, importante, acesso, termos, nacional, defesa, brasileira, , , "
29,"redemocratização, marco, importante, modernização, econômica, expressão, liberdade, , , , , , , , , , , , , , , , , , , , , , , "
30,"competências, legislativas, competência, poderes, Senado, atribuições, claras, documento, prerrogativas, clara, divisão, atividades, marco, instrumento, internacionais, relações, correta, separação, organização, Executivo, respeito, segurança, importantes, importante, , , , , , "
31,"implementação, direitos, desafios, falha, respeito, indígenas, falta, relação, regulamentação, sociais, apenados, ressocialização, cooperativismo, problemática, instrumental, importantes, geração, suficientes, saúde, efetividade, segunda, artigos, aspirações, incentivos, equitativa, eleitoral, fiscais, prática, povos, leis"
32,"autoridades, autoritárias, desejos, autorais, escolha, práticas, legislação, inadequada, atuais, individuais, ações, saúde, forma, relação, processo, brasileira, direito, direitos, , , , , , , , , , , , "
33,"juízes, membros, fundamental, papel, tempo, serviço, defesa, advogado, defensor, municipalismo, sociedade, magistrados, investigações, fortalecimento, estrutura, prática, interesses, poderes, direitos, igualdade, atual, relação, Estado, , , , , , , "
34,"situações, crises, extraordinárias, insuficiente, adequada, crimes, mecanismos, hediondos, menores, criminalidade, suficiente, violência, atual, novas, problemas, reformas, atuais, morosidade, emergência, graves, eletrônico, dívidas, insuficientes, adicionais, políticas, comércio, novas leis, ineficaz, novas realidades, estupro"
35,"harmonia, Poderes, independência, poderes, documento, guia, ordem, funcionamento, Senado, respeito, essencial, fundamental, , , , , , , , , , , , , , , , , , "
