Topic,Rotulo
10,"inciso, regulamentação, projeto, lei, alteração, pública, aprovação, recursos, Estados, emenda, saúde, direito, União, cumprimento, criação, manutenção, distribuição, prazo, sistema, polícias, anos, municípios, apresentação, locais, maior, pena, crimes, Senador, XLIII, respeito"
11,"reforma, governo, direitos, previdência, reformas, trabalhista, propostas, relação, social, trabalhistas, sociais, interino, seguridade, princípios, postura, ações, retrocesso, avanços, medidas, partido, conquistas, políticas, política, concentração, contrárias, falta, poder, Executivo, agrária, econômica"
12,"gastos, educação, sociais, públicos, saúde, teto, áreas, essenciais, direitos, social, medida, anos, crescimento, aprovação, país, retrocesso, recursos, investimento, econômica, proteção, financiamento, inflação, governo, proposta, redução, conquistas, propostas, econômico, espírito, emenda"
13,"vetos, presidenciais, veto, presidencial, votação, derrubada, apreciação, legislativo, projeto, aposentados, processo, lei, jurídica, forma, papel, decisões, conformidade, pauta, expressão, tempo, aumento, recriação, direitos, direito, liberdade, condução, manutenção, Constitucional, falta, princípios"
14,"aprovação, conformidade, competência, legislativa, dados, proteção, direito, direitos, deficiência, forma, lei, legislação, pessoas, projeto, pessoais, restrições, privacidade, Constitucional, jurídica, cumprimento, civil, concessão, aposentadoria, debate, emendas, necessário, escopo, brasileira, condomínios, impugnação"
15,"Ministro, impeachment, Senado, ações, ministros, atuação, pedidos, pedido, Ministros, papel, decisão, forma, Estado, ministro, salário, incompatível, medidas, assinaturas, poderes, base, diálogo, confiança, avanço, função, interpretação, caso, Justiça, modulação, insalubridade, motivos"
16,"trabalhista, reforma, trabalhadores, direitos, salário, trabalhistas, mínimo, trabalho, reformas, previdenciária, condições, proteção, proposta, direito, trabalhador, Justiça, relações, contrato, acesso, projeto, inconstitucional, hora, princípios, Previdência, novas, legislação, acordos, fundamentais, pétreas, cláusulas"
17,"ambiental, ambiente, meio, proteção, ambientais, desenvolvimento, sustentável, legislação, licenciamento, ecologicamente, preservação, gerações, direito, políticas, públicas, futuras, competência, futuras gerações, concorrente, questões, econômico, atividades, normas, saudável, Estados, artigo, gestão, direitos, revisão, sustentabilidade"
18,"adolescentes, crianças, proteção, direitos, públicas, políticas, absoluta, prioridade, integral, efetiva, punição, lei, infantil, aplicação, Estado, indicativa, classificação, responsabilidade, sociedade, público, juventude, ações, forma, secretarias, socioeducativas, manutenção, defesa, inclusão, emissoras, criação"
19,"pacto, federativo, recursos, Estados, distribuição, União, revisão, justa, entes, equilíbrio, desigualdades, municípios, concentração, transferência, responsabilidades, total, documentos, fontes, benefício, atuais, relações, crianças, financiamento, direitos, , , , , , "
20,"atuação, decisão, ações, expressão, Senado, liberdade, separação, abusos, poderes, respeito, relação, Poderes, competências, segunda instância, segunda, instância, direito, prisão, inquéritos, Estado, democrático, afronta, omissão, condenação, interferência, limites, poder, aplicação, princípio, réus"
21,"telecomunicações, rádio, sigilo, televisão, direito, interceptações, comunicações, TV, acesso, princípios, serviços, Senado, comunicação, emenda, aprovação, programação, meios, concessões, fiscalização, proposta, inclusão, transparência, neutralidade, judicial, relação, digital, social, rede, medidas, conformidade"
22,"crédito, operação, externo, autorização, créditos, extraordinário, juros, urgência, extraordinários, Município, conformidade, imprevisibilidade, financeiras, abertura, taxas, operações, abusivas, aprovação, relevância, projeto, legais, Resolução, práticas, requisitos, provisórias, Estado, edição, financeiro, medidas, uso"
23,"desenvolvimento, região, regionais, econômico, desigualdades, amazônica, sustentável, social, falta, fundiária, regularização, prorrogação, Estado, federais, benefícios, grilagem, regional, relação, ações, governo, recursos, plano, política, terra, economia, preservação, integração, convocação, direitos, produtores"
24,"interferência, principal, tentativa, poderes, prática, cidadão, serviço, qualidade, independência, público, princípio, , , , , , , , , , , , , , , , , , , "
25,"CPMF, prorrogação, recursos, saúde, imposto, dezembro, governo, financiamento, proposta, destinação, original, contribuição, arrecadação, tributária, propósito, provisória, dia, suficiente, alíquota, reforma, estabilidade, atual, continuidade, encerramento, promessa, Executivo, sociais, injusto, término, promessas"
26,"transposição, servidores, União, quadro, quadros, Estado, tratamento, federal, públicos, aprovação, isonômico, histórica, regulamentação, benefício, injustiça, omissão, isonomia, relação, obrigação, estados, inclusão, justiça, estratégico, plenário, emenda, projeto, composição, similar, lei, direito"
27,"Senado, papel, legislativo, revisora, Câmara, processo, projeto, casa, decisão, reforma, matérias, Plenário, responsabilidade, equilíbrio, propostas, previdência, votação, poder, aprovação, beneficiárias, solene, provisórias, donas, desmoralização, sentimento, moderador, modificações, medidas, consenso, emenda"
28,"gastos, teto, saúde, limites, gás, financiamento, pagamento, campanha, mínimo, precatórios, setor, correntes, União, pública, controle, natural, pessoas, recursos, fixação, percentuais, jurídicas, receita, implementação, regulamentação, governos, PEC, receitas, criação, aumento, competências"
