Topic,Rotulo
25,"gastos, sociais, educação, áreas, saúde, teto, públicos, essenciais, investimentos, direitos, social, retrocesso, crescimento, princípios, recursos, medida, financiamento, conquistas, inconstitucional, governo, redução, inflação, proposta, proteção, aprovação, espírito, emenda, anterior, interino, limites"
26,"reforma, política, reformas, eleitoral, exclusiva, políticas, sistema, partidos, democracia, princípios, participação, Congresso, eleitorais, popular, eleições, político, partidário, sociedade, proposta, necessárias, partidária, mudanças, campanhas, criação, financiamento, representatividade, poder, legislação, forma, implementação"
27,"vetos, presidenciais, veto, presidencial, derrubada, votação, apreciação, legislativo, aposentados, dias, projeto, processo, prazo, lei, deliberação, jurídica, pauta, papel, decisões, forma, tempo, recriação, aumento, expressão, conformidade, liberdade, condução, acúmulo, criação, conclusão"
28,"transformação, importância, Estado, desenvolvimento, criação, região, autonomia, estado, local, marco, política, Estados, significativo, Federais, autônomo, apoio, benefícios, habitantes, processo, cidadania, instituições, compromisso, administrativa, diretos, experiências, Ministérios, universidade, população, institucionalização, Senador"
29,"impeachment, crime, responsabilidade, processo, base, golpe, legal, inconstitucional, violação, jurídica, democracia, medida, tentativa, pedido, popular, suficiente, apoio, política, tese, caracterização, alegações, provas, concretas, possibilidade, , , , , , "
30,"medidas, provisórias, excessivo, uso, urgência, relevância, utilização, prática, legislativo, critérios, pressupostos, inadequado, excessiva, falta, requisitos, matérias, relação, forma, projetos, papel, deliberação, legislativa, caso, governo, aceitação, revisão, assuntos, Senado, função, questões"
31,"Regimento, Senado, regimentais, sessões, secreto, voto, votação, conformidade, regimental, partidária, proporcionalidade, funcionamento, ordem, secreta, importância, cassação, prisão, alteração, cargos, princípio, processo, transparência, interstício, princípios, unanimidade, legislativas, emendas, líderes, ética, norma"
32,"judiciais, Judiciário, decisões, processos, devido processo, jurídica, juízes, devido, legal, processo, judicial, ações, mediação, investigações, direitos, Poderes, judiciário, eleitorais, questões, eficiência, Operação, conflitos, segurança, abusos, competência, fundamentais, importância, legais, sistema, cidadãos"
33,"democráticos, direitos, política, democrático, reforma, democracia, princípios, atualização, sociais, conquistas, importância, partidária, partidos, consonância, Estado, representação, políticas, garantias, sistema, políticos, reformas, trabalhadores, exclusiva, implementação, liberdade, igualdade, campanhas, aposentados, regressão, cooperativista"
34,"medidas, competência, Executivo, provisórias, voto, transparência, questão, responsabilidade, recesso, papel, parlamentares, votações, Legislativo, inelegibilidade, internacionais, emenda, provisória, equilíbrio, proposta, exclusiva, nacional, uso, aprovação, legislativas, ficha, importância, critérios, salário, acordos, independência"
35,"Ministro, impeachment, ministros, pedidos, ações, Senado, pedido, atuação, Ministros, devido processo, processo, expressão, legal, devido, papel, liberdade, abertura, respeito, decisão, abusos, forma, salário, autoridade, incompatível, decisões, assinaturas, diálogo, confiança, poder, medidas"
36,"impeachment, Presidente, processo, legal, golpe, curso, mandato, base, política, devido, tentativa, procedimentos, devido processo, legitimidade, legais, político, permanência, acusações, Câmara, medida, cargo, rito, inconstitucional, estabilidade, legalidade, regras, ação, desdobramentos, decisão, ritos"
37,"conformidade, competência, legislativa, aprovação, iniciativa, concorrente, matéria, competências, proposição, deficiência, legislativas, pessoas, lei, vício, projeto, restrições, constitucionalidade, Senado, civil, pobreza, concessão, objetivos, aposentadoria, inconstitucional, legislação, condomínios, imprescritibilidade, emendas, estádios, princípios"
38,"adolescentes, crianças, proteção, públicas, políticas, direitos, importância, menores, absoluta, prioridade, criança, integral, adolescente, punição, hediondos, crimes, efetiva, anos, indicativa, classificação, lei, aplicação, projeto, Estado, sociedade, juventude, público, responsabilidade, violência, condições"
39,"ambiental, ambiente, meio, ambientais, proteção, sustentável, desenvolvimento, licenciamento, ecologicamente, legislação, importância, leis, concorrente, Estados, diretrizes, políticas, públicas, competência, normas, gerações, artigo, econômico, gestão, futuras, atividades, revisão, estado, debate, ações, atuação"
40,"atuação, decisão, ações, expressão, liberdade, separação, abusos, sabatina, Senado, indicado, parlamentares, ministros, poderes, relação, Ministro, respeito, impunidade, Poderes, competências, segunda instância, segunda, decisões, instância, inquéritos, parlamentar, controle, prisão, afronta, democrático, vontade"
41,"pacto, federativo, recursos, distribuição, Estados, União, revisão, justa, equilíbrio, desigualdades, municípios, transferência, responsabilidades, importância, financiamento, documentos, fontes, concentração, atuais, relações, crianças, direitos, , , , , , , , "
42,"Presidente, postura, relação, violação, decisão, mandato, terceiro mandato, indulto, poder, terceiro, presidente, princípios, concentração, presidencial, governo, política, democracia, nomeação, ação, proposta, instituições, atuação, democráticas, Presidência, Judiciário, falta, desequilíbrio, Senado, possibilidade, ministros"
43,"responsabilidade, impeachment, crime, processo, crimes, base, abertura, medida, julgamento, acusações, pedido, ação, escândalo, juramento, mensalão, inércia, proposição, apresentação, preceitos, dispositivos, legais, fiscal, jurídica, relação, , , , , , "
44,"telecomunicações, rádio, televisão, sigilo, interceptações, comunicações, acesso, comunicação, serviços, programação, meios, princípios, emenda, concessões, empresas, Senado, aprovação, neutralidade, fiscalização, digital, inclusão, judicial, rede, proposta, transparência, projeto, ilegal, regulação, lei, social"
45,"responsabilidade, crime, crimes, fiscal, descumprimento, impeachment, meta, processo, violação, abertura, responsabilização, denúncia, ações, prosseguimento, pedaladas, legais, admissibilidade, inciso, mudança, fiscais, implicações, ilícitos, omissões, rigor, II, administrativos, isenção, procedimento, contas, Parlamento"
46,"crédito, operação, externo, autorização, créditos, extraordinário, juros, extraordinários, Município, imprevisibilidade, urgência, financeiras, taxas, taxa, vezes, abertura, operações, abusivas, conformidade, Resolução, práticas, requisitos, projeto, edição, provisórias, financeiro, aprovação, resolução, Estado, decretos"
47,"democrático, importância, democráticas, democráticos, Estado, papel, construção, reformas, funcionamento, princípios, democrática, reflexo, instituições, imprensa, país, movimento, institucionais, democracia, partido, direitos, elaboração, liberdade, sociais, Senado, modalidades, sociedade, essencial, forma, participação, verdadeira"
48,"membros, funções, magistrados, defesa, poder, importância, essencial, atuação, democracia, ameaças, justiça, sociedade, devido processo, criação, proposta, instituição, devido, legal, essenciais, papel, investigações, condições, Conta, promotor, segurança, flagrante, direitos, equiparação, processo, públicos"
49,"desenvolvimento, região, econômico, regionais, desigualdades, amazônica, sustentável, prorrogação, falta, regional, fundiária, regularização, importância, integração, benefícios, Estado, relação, mandamento, fiscais, governo, economia, estadual, recursos, aprovação, política, ações, mínimo, socioeconômica, redução, prática"
50,"legal, devido processo, devido, processo, garantias, investigações, legalidade, defesa, individuais, contraditório, princípios, direitos, limites, advogados, ampla defesa, imparcialidade, ampla, Estado, Senado, importância, penal, devida consideração, ordeira, formalidades, corrupção, autos, investigativo, legitimidade, acesso, democrático"
51,"moradia, habitacionais, programas, Senado, legislativo, papel, casas, projeto, processo, programa, matérias, Plenário, decisão, reforma, públicas, importância, políticas, propostas, votação, desmoralização, sentimento, direção, medida, modificações, provisórias, demanda, efetivas, passo, comissões, proporcionalidade"
52,"interferência, principal, tentativa, poderes, indevida, prática, poder, cidadão, serviço, qualidade, intervenção, independência, público, princípio, , , , , , , , , , , , , , , , "
53,"transposição, servidores, quadro, quadros, União, Estado, tratamento, federal, isonômico, histórica, públicos, aprovação, benefício, injustiça, regulamentação, isonomia, correção, obrigação, estaduais, importância, relação, estados, projeto, estratégico, comparação, lei, plenário, justiça, composição, desigual"
54,"CPMF, prorrogação, recursos, imposto, saúde, dezembro, financiamento, proposta, destinação, governo, original, contribuição, arrecadação, propósito, tributária, provisória, suficiente, alíquota, estabilidade, encerramento, promessa, atual, reforma, continuidade, injusto, término, promessas, conscientização, Executivo, fontes"
55,"Judiciário, atuação, judiciais, ações, expressão, presunção, inocência, liberdade, imparciais, devido processo, relação, seletiva, direitos, devido, legal, processos, setores, retrocesso, propriedade, autoridades, facilidade, processo, ação, guardiões, cidadãos, brasileiro, seletividade, tragédias, jornalistas, corruptos"
56,"importância, público, essencial, cidadãos, concurso, pública, defesa, direitos, terceirização, públicos, instituição, acesso, meritocracia, setor, serviço, justiça, estados, funções, administração, públicas, políticas, Justiça, princípio, eficiência, supersalários, aparelhamento, remuneratório, insuficiência, ingresso, advogado"
57,"limites, poder, principal, abusos, importância, vandalismo, Poderes, manifestações, convocação, convite, autorais, pagamentos, supervisão, coletiva, salariais, populares, estatal, ações, estrangeiros, naturais, deveres, entidades, manifestação, violência, exploração, harmonia, sustentável, nova, intervenção, teto"
