Topic,Rotulo
53,"judicial, decisão, tratamento, autorização, ação, processo, comunicações, interceptação, impunidade, violação, partes, autoridades, sistema, fundamentais, constitucional, adequado, direitos, procrastinação, ricos, publicação, argumentos, legal, princípios, apreensão, dívidas, emissão, obrigação, envolvidos, superiores, desigualdade"
54,"petróleo, Estados, riqueza, exploração, produtores, provenientes, receita, energia, arrecadação, forma, elétrica, recursos, produção, nação, parte, Municípios, brasileira, proveniente, estados, territórios, receitas, impactos, produtos, distribuição, sociedade, regionais, gestão, distorção, venda, repartição"
55,"responsabilidade, leis, reformas, regulamentações, imposto, necessidade, consumidor, públicos, financeiro, oportunidade, sistema, consumidores, impostos, eleitorais, recursos, gestão, políticas, , , , , , , , , , , , , "
56,"papel, defesa, corrupção, interferências, interesses, combate, independente, forma, membros, fundamental, essencial, sociedade, autônoma, indevidas, políticos, pressões, ações, externas, juízes, instituições, investigações, democracia, políticas, direitos, proteção, difusos, supremacia, cargos, punições, criminalidade"
57,"transparente, transparentes, acessíveis, público, atos, administrativos, votações, forma, ética, administração, pública, governo, abertas, princípios, confidenciais, válidos, futebol, constitucionais, claros, debate, responsável, , , , , , , , , "
58,"marco, avanço, direitos, mulheres, reformas, documento, regulamentação, outubro, significativo, anteriores, sociais, impacto, previdenciária, desacordo, condição, trabalhista, violência, promulgação, inclusão, trabalhistas, garantias, política, sistema, relação, importantes direitos, distritos, progressistas, ameaçados, alteração, liderança"
59,"marco, importante, democracia, história, bases, transição, política, direitos, democrática, redemocratização, reformas, garantia, papel, inclusiva, participativa, legal, fundamentais, expansão, autoritário, figuras, técnica, contribuições, educação, suficiente, período, necessárias, significativas, , , "
60,"universal, igualitário, acesso, saúde, serviços, Estado, cidadãos, ações, doenças, políticas, dever, responsabilidade, risco, igualitária, econômicas, forma, sociais, pública, direito, , , , , , , , , , , "
61,"adolescentes, crianças, sociedade, criança, Estado, responsabilidade, família, proteção, etária, direitos, faixa, educação, violência, prioridade, fundamentais, absoluta, acesso, familiar, públicas, políticas, princípio, pedofilia, profissionalização, comunitária, questões, crimes, lazer, estruturas, dever, liberdade"
62,"religião, religiosos, liberdade, oficial, Estado, direito, locais, intolerância, manifestações, expressão, mesmo, exercício, livre, pessoas, maioria, respeito, isolamento, brasileiros, atos, clubes, fé, contrários, futebol, organizações, consentimento, filhos, pais, superiores, mesmo tratamento, reservas"
63,"presidenciais, apreciação, prazo, deliberação, votação, procedimento, constitucional, pauta, específico, legislativas, legislativa, ordem, matérias, função, atividades, cronológica, bloqueio, hábil, papel, conclusão, acordo, responsabilidade, dever, legislativo, insegurança, plena, tempo, poder, anos, jurídica"
64,"democracia, consolidação, transição, marco, fundamental, brasileira, papel, participativa, representativa, país, dispositivos, dificuldades, estabilidade, funcionamento, estrutura, constitucionais, política, , , , , , , , , , , , , "
65,"distribuição, petróleo, produtores, exploração, contratos, Municípios, regras, compensação, recursos, direito, mudanças, vigor, forma, critérios, diferenciação, gás, legislação, natural, inconstitucionais, minerais, existentes, constitucionais, direitos, equitativa, objetivos, constitucional, propriedade, territórios, princípios, novas"
66,"educação, responsabilidade, Estado, responsabilidades, sociedade, família, acesso, Municípios, implementação, saúde, governo, veiculação, específicas, televisão, retorno, ente, nível, fundamental, culturais, prestação, concessão, investimentos, programas, federativo, serviços, públicos, base, pública, direito, "
67,"poderes, funções, Poder, poder, atribuições, arbitrária, Poderes, maneira, indivíduo, influência, separação, abusos, funcionamento, atividades, maior, forma, legislativas, jurídica, ordem, parlamentares, proteção, , , , , , , , , "
68,"representantes, representação, povo, eleitos, partidos, representatividade, poder, proporcional, número, federativo, blocos, Estados, voto, equilíbrio, municipais, interesses, senadores, Senado, parlamentares, maior, vontade, justa, constituição, igual representação, pescadores, habitantes, maior representação, estados, eleitor, tamanho"
69,"censura, prévia, inconstitucional, expressão, ato, forma, restrição, liberdade, tentativa, violação, pensamento, cerceamento, liberdades, livre expressão, constitucional, constitucionais, escolas, livre, direitos, , , , , , , , , , , "
70,"crime, Presidente, crimes, responsabilidade, presidente, probidade, orçamentária, decretos, suplementação, autorização, administrativa, legal, provas, comprovação, cargo, indícios, destituição, improbidade, artigo, lei, inconstitucional, processo, constitucional, , , , , , , "
71,"incentivos, fiscais, desenvolvimento, reconhecimento, importância, regional, constitucional, tratamento, respaldo, prorrogação, região, continuidade, especial, econômica, ambiental, proteção, válido, termos, integração, econômicos, ordenamento, papel, tributário, regime, jurídico, projeto, necessidade, brasileiro, social, fundamental"
72,"administrativa, autonomia, política, estados, brasileiros, federação, Estados, união, criação, próprias, própria, Estado, necessidade, instituições, , , , , , , , , , , , , , , , "
73,"gastos, teto, limite, públicos, aumento, gás, governo, transferências, limites, vagas, áreas, orçamentárias, econômica, estabilidade, econômico, entes, desnecessários, obrigatórios, irredutibilidade, pensões, situações, pensionistas, excessivos, sujeitas, compra, necessário, sobreposição, emenda, saúde, natural"
74,"autoridades, autoridade, foro, privilégios, legais, autorais, primeira instância, Senado, primeira, garantias, exclusiva, instância, especial, direitos, constitucionais, datas, comemorativas, casos, lógica, qualificações, privilégio, distinções, regulação, funcional, compromissos, andamento, indicados, mercado, tema, dados"
75,"Senado, deputados, Plenário, Federais, vereadores, decisão, mandato, caminho, possível, volta, sistemas, números, tamanho, carreiras, inconstitucional, desigualdade, leis, comuns, remuneração, apreciação, número, cassação, rito, federais, eleição, transição, estaduais, mandatos, eleitorais, administração"
76,"formal, processo, aspectos, específico, emenda, legislativo, mecanismo, trabalhistas, sistema, constitucionais, emendas, funcionamento, eleitoral, Parlamento, municípios, distribuição, servidores, constitucional, direitos, recursos, , , , , , , , , , "
77,"ordem, situações, combate, uso, desordem, funções, excepcional, papel, segurança, fronteiras, pública, armas, intervenção, crise, narcotráfico, temporária, vigilância, disciplina, medida, hierarquia, sociedade, partidárias, constitucional, resposta, polícia, tráfico, primeira, terrorismo, movimentos, imparcial"
78,"coletividade, futuras gerações, gerações, presentes, futuras, dever, acusados, interesses, oportunidade, processos, direito, judiciais, acusado, meio, público, poder, ambiente, julgamento, cidadãos, associações, prefeitos, comuns, responsabilidade, decisão, sociedade, país, Estado, , , "
79,"instrumento, instrumentos, opressão, propriedades, promoção, direitos, democracia, justiça, elaboração, proteção, escravo, rurais, pessoa, cidadania, social, sociais, humanos, trabalho, população, sindical, coletivos, fundamental, local, CPIs, organização, individuais, partidária, transição, orçamento, Estado"
80,"secreto, voto, secretos, secreta, secretas, votações, votação, cassação, atos, inconstitucionais, plenário, legislador, casos, previsão, norma, prática, tese, ordinário, nulos, senadores, assunto, sessões, circunstâncias, infraconstitucional, deliberações, intenção, comum, indicação, Senado, regra"
81,"Regimento, regimento, interno, regimentais, Senado, votações, procedimentos, comissões, cumprimento, requisitos, assessores, constituição, maçonaria, constitucionais, explícita, preferência, regras, regulamentos, questionamentos, requerimento, fidelidade, plenário, pauta, claros, ausência, origem, desrespeito, Plenário, quebra, partido"
