Topic,Rotulo
43,"posições, proposta, primeiro, positivo, participação, posição, favor, União, período, Presidente, termos, vista, emenda, território, ordem, mãos, plenário, gente, voto, Comissão"
44,"avanço, lei, Deputada, forma, democrático, fronteiras, sonho, atribuição, Estado, significativo, presença, soluções, grupo, direito, gerações, estaduais, mulher, federais, princípios, brasileiro"
45,"luta, trabalho, capital, Senado, conquistas, sociais, Poderes, registro, pessoa, Estado, classe, solidária, constitucional, índios, terra, cidadania, pena, histórico, tentativa, importância"
46,"caminho, ambiental, justo, Estado, parlamentares, prazo, Congresso, harmonia, lado, proteção, emendas, corrupção, expressão, discussão, garantias, sociedade, exterior, criminosos, confusão, facilidade"
47,"situação, individual, constituintes, democracia, verdade, mundo, votos, Estado, respeito, apelo, preceitos, voto, norma, social, desenvolvimento, direitos, brasileiros, Presidente, competência, políticos"
48,"mãe, brasileira, prorrogação, pacífica, transição, demandas, CPMF, Judiciário, democracia, política, anos, hora, lado, tema, legitimidade, novo, princípios, mínimo, respeito, sociedade"
49,"setor, Vice, cidade, reforma, decisão, cooperação, alterações, exclusiva, decreto, igual, discurso, políticas, importante, construção, acesso, modelo, acordo, política, sequência, começo"
50,"discursos, mulheres, seletiva, saúde, constitucionais, cooperação, defesa, injusta, unanimidade, direitos, luta, história, própria, competências, Senadores, pobres, anos, conta, questões, Presidente"
51,"nossa, anos, boa, trabalhador, período, serenidade, democracia, ditadura, enorme, consagrados, manifestações, direitos, jurídica, cima, manifestação, segurança, prazo, retrocesso, longo, livre"
52,"cidadão, reforma, frase, orçamentária, solidária, moral, governo, lei, tributária, justiça, constitucionais, educação, direito, ano, saúde, forma, política, necessidade, novo regime, homologação"
53,"importante, lei, forma, marco, população, propriedade, País, valor, atuação, caminho, conquista, respeito, garantias, antiga, elétrica, jurídica, situação, produtor, mesma forma, cidadania"
54,"elevação, escola, partido, países, capazes, condição, estatal, jogo, censura, Estado, intervenção, paz, financiamento, Corte, Presidência, princípios, ponto, forma, transparência, povo"
55,"teto, linhas, fiel, união, democracia, integridade, processo, alteração, povo, penal, fundamentais, vida, lei, sociais, independência, mandato, democrático, prévio, desigualdades, jurídica"
56,"capítulo, mensagem, constitucionalidade, normalidade, exclusiva, competências, democracia, reforma, Presidente, reformas, realidade, termos, públicos, constitucional, situação, novas eleições, tocante, competente, dever, comuns"
57,"união, democracia, vigilância, lei, liberdades, Senado, País, leis, atos, democráticas, plena democracia, tragédia, modernidade, alcance, cidadania, evento, boas, suporte, coração, validade"
58,"dia, nível, miséria, filhos, educação, efetiva, segurança, gastos, importantes, fiscal, equilíbrio, garantias, avanço, ideológicas, município, elétrica, fundamentação, Senado, seletiva, centralização"
59,"Presidente, fiscal, déficit, garantidora, história, Senado, lei, Estado, legalidade, oportunidade, lealdade, tempo, chave, monocrática, extraordinários, publicação, trabalho, sistemas, inadequado, manto"
60,"urgência, prevalência, consumidor, competência, texto, verdadeiro, importância, discurso, guia, importantes, mandato, pacto, forma, ditadura, dignidade, regime, Estaduais, decência, terceirização, Estado"
