Topic,Rotulo
24,"direito, lei, constitucional, expressão, saúde, Estado, sociais, liberdade, conquistas, ações, criação, valores, decisão, legislação, licença, direto, Senado, sociedade, direitos, social"
25,"direito, público, jurídica, segurança, Estado, União, Municípios, ordem, lei, responsabilidade, atuação, Estados, anos, governo, interesses, indígenas, contrato, terras, garantia, pessoas"
26,"fronteira, constitucional, faixa, Senado, instância, segunda instância, segunda, democracia, forma, constitucionais, criação, interesses, IV, livre exercício, regime, atividade, social, profissão, necessidade, lei"
27,"indígenas, igualdade, Estado, públicas, políticas, mandatos, direitos, constitucional, teto, pessoas, saúde, constitucionais, povos, social, terras, direito, dever, sociedade, reforma, lei"
28,"direitos, direito, constitucional, exterior, Senado, processo, recursos, justiça, Estado, parlamentares, sociais, revisão, racismo, legislação, anos, base, necessidade, lei, brasileiro, atos"
29,"processo, impeachment, direito, lei, liberdade, necessidade, escravo, Presidente, constitucional, parlamentares, constitucionais, política, Estado, eleitoral, fiscal, Senado, importância, meio, Estados, responsabilidade"
30,"impeachment, processo, responsabilidade, Presidente, crime, governo, pública, medidas, lei, projeto, crédito, constitucionais, legal, interesse, autorização, golpe, salarial, educação, suplementar, Senado"
31,"Estado, direito, indicação, saúde, Poderes, cidadão, crédito, felicidade, União, Estados, Senado, dever, conversas, ambiente, importância, pessoas, transporte, penal, crime, Executivo"
32,"devido processo, processo, saúde, requisitos, legal, direito, constitucional, devido, Senado, responsabilidade, mínimo, direitos, constitucionais, educação, política, sociais, salário, recursos, necessidade, controle"
33,"educação, democracia, municípios, inabilitação, jurídica, impeachment, direito, política, Senado, essencial, interpretação, acesso, Presidente, forma, universalização, instrumentos, constitucional, adultos, instituições, marco"
34,"salário, Senado, direitos, contribuição, aplicação, perpétua, processo, administrativa, prisão, Ministro, autonomia, sindicatos, impeachment, admissão, Congresso, recursos, mínimo, substituição, mandato, salários"
35,"direitos, públicos, CPI, incentivos, Senado, aprovação, projeto, laicidade, constitucionais, desigualdades, direito, perda, autonomia, servidores, portadores, Estado, políticos, impeachment, decisão, julgado"
36,"direitos, indígenas, processo, pública, autoridade, recursos, salário, formal, recurso, povos, eleitoral, federais, ato, rurais, mínimo, ação, respeito, liberdade, perfeito, Presidente"
37,"direitos, Estado, emenda, respeito, constitucional, Presidente, mandatos, presunção, inocência, missões, Executivo, aproveitamento, Estados, interpretação, Regimentos, direito, trabalhadores, processo, brasileira, princípios"
38,"direitos, Congresso, mulheres, mais, pública, eficiente, lei, saúde, Estado, CPMF, respeito, aprovação, recursos, revisora, importância, constitucionais, Senado, definição, Presidente, democracia"
39,"perda, contratos, riquezas, princípios, projeto, eleições, administrativa, automática, diretas, orçamentárias, distribuição, nuclear, País, vigor, contas, Senado, Estados, Presidente, royalties, políticos"
40,"programação, humana, dignidade, tribunais, emissoras, estímulo, Estado, público, produção, princípios, independente, CPIs, conquistas, base, importância, julgamento, pessoa, endemias, política, lei"
41,"direitos, Estado, importância, trabalhadores, constitucional, idosas, humanos, população, dever, fronteira, dignidade, número, políticas, salário, empresários, representação, mínimo, direito, constitucionais, pessoas"
42,"municípios, campanhas, União, Estados, legislação, recomposição, Municípios, constitucionais, igualdade, responsabilidade, Senado, eleitorais, liberdade, fiscalização, religiosa, lei, receita, direitos, poder, financiamento"
43,"lei, popular, direito, processo, servidores, democracia, direitos, voto, déficit, indígenas, trânsito, liberdade, julgado, Senado, constitucional, projeto, terras, Estado, pacto, território"
44,"serviços, impeachment, dias, propriedade, pedido, lei, Senado, decisões, autoridades, Mesa, responsabilidade, importância, Congresso, legal, participação, desigualdades, crime, prazo, Presidenta, partidária"
45,"educação, direito, lista, recursos, indígenas, União, mineração, respeito, partidos, quinto, monopólio, senadores, saúde, indígena, Estado, Senado, emergência, mar, mínimo, cidadãos"
46,"impeachment, lei, processo, processuais, crime, constitucional, Presidente, legalidade, direito, profissões, responsabilidade, valor, previsto, educação, agentes, profissionalizante, amparo, Congresso, Municípios, constitucionais"
47,"licença, emenda, secreto, regra, setor, exceção, direitos, educação, constitucional, investimentos, gás, regionais, desigualdades, lei, Senado, motivos, redução, necessidade, financiamento, voto"
48,"direito, deficientes, transformação, direitos, Estado, caminho, Municípios, armas, projetos, petróleo, escravo, sistema, importância, Câmara, legalidade, leis, governo, princípios, cidadão, lei"
49,"portos, idoneidade, direitos, urgência, público, direito, constitucionais, constitucional, relevância, Presidente, construção, petróleo, Estados, importância, serviço, ingresso, inconstitucional, medidas, democracia, ensino"
50,"meta, imunidade, ações, Senado, orçamento, humanos, Governador, drogas, política, prisão, procedimentos, responsabilidade, entraves, Poder, proteção, Judiciário, saudável, Estado, impeachment, Ministro"
51,"direitos, Congresso, Presidente, penal, medidas, brasileira, processual, liberdade, terras, técnico, agências, matéria, interesses, provisórias, direito, cidadãos, educação, forma, idosos, importância"
52,"grandes, grandes fortunas, fortunas, Senado, jurídica, igualdade, poder, arguição, Congresso, efeitos, dúvida, situações, estrangeiros, magistrados, democracia, proteção, pública, deliberações, constitucional, terras"
53,"direito, povo, federações, brasileiro, moradia, fundos, poder, dados, piso, salarial, direitos, constitucional, Municípios, lei, nacionais, Presidente, professores, eleitos, público, República"
54,"impeachment, processo, Presidente, base, lei, Estado, responsabilidade, saúde, mesma, constitucional, crime, pequenas empresas, pequenas, direito, República, política, qualificações, dispositivo, acesso, condição"
55,"saúde, dever, maiores, complementar, desigualdades, recursos, financiamento, orçamento, jurídico, sociais, privados, lei, Estado, constitucional, legislação, democracia, acesso, povos, meio, proposta"
56,"direitos, Senado, Presidente, direito, constitucionais, vida, violência, mercado, cartões, reunião, leis, greves, voto, gás, exploração, República, fiscalização, polícia, petróleo, Estados"
57,"Estado, Senado, CLT, imenso, quilômetros, reeleição, hídricos, faixa, financeira, partidária, direitos, promoção, segurança, Municípios, dignidade, inconstitucional, reforma, recursos, comércio, Estados"
58,"política, governo, falta, função, Executivo, reforma, sociedade, bancada, autonomia, atual, direitos, povo, anos, administrativa, Estados, energia, sistema, orçamentária, públicos, constitucional"
59,"Presidente, impacto, ambiental, teor, Senado, direitos, projetos, livre, constitucional, provisória, medida, servidores, saúde, forma, indenização, públicos, busca, proteção, mesmo, brasileiro"
60,"impeachment, Estado, golpe, saúde, igualdade, rito, crime, lei, acesso, democrático, direito, princípios, livro, embasamento, público, Presidente, previsto, responsabilidade, condições, constitucional"
61,"saúde, mecanismos, dever, Defensoria, direito, internacional, participação, Estado, brasileiro, referendos, autodeterminação, segurança, ações, rito, plebiscitos, pública, cidadania, políticas, princípios, necessidade"
62,"contas, lei, constitucionais, aprovação, governo, tribunais, Tesouro, complementar, legislatura, ordem, possibilidade, emenda, escravo, República, dignidade, trabalho, reforma, humana, desempenho, segurança"
63,"estrangeiros, igualdade, capitais, anos, menores, democrático, aviação, vitória, lei, poderes, empresas, povo, parágrafo, concessões, Presidente, permissões, inconstitucional, armas, constitucionais, brasileira"
64,"condições, Senado, ministros, constitucional, trabalhadores, servidores, constitucionais, partidos, rurais, instalação, mulheres, especial, Estado, emendas, diretrizes, emenda, pétrea, família, cláusula, cota"
65,"orçamento, CPI, conquistas, composição, parlamentar, inclusão, Senado, avanço, denúncia, corte, direitos, Estado, social, políticas, distribuição, públicas, modelo, parlamentares, agrária, País"
66,"social, contribuição, previdência, jogos, constitucional, receita, fontes, intervenção, mais, Estados, culto, suplementares, financiamento, brasileira, responsabilidade, fundo, créditos, sistema, divisão, contribuições"
67,"Cerrado, social, direitos, extraordinárias, trabalhistas, nacional, direito, salário, lucros, ambiental, instrumentos, livre iniciativa, trabalhador, rol, iniciativa, livre, seguridade, sessões, elétrica, medida"
68,"direito, informações, Congresso, brasileira, trabalhadora, exercício, pública, uso, trabalhadores, responsabilidade, rurais, delação, processo, locomoção, medida, minoria, Estado, contraditório, requerimento, integração"
69,"judiciária, polícia, iniciativa, forma, trabalhadores, Presidente, investimento, direitos, fundamental, mandato, impeachment, terceiro mandato, máquina, constitucional, pleito, população, instituições, linhas, delegados, ensino"
70,"saúde, decreto, empresas, União, responsabilidade, demarcação, micro, financeiras, impeachment, militares, gastos, recursos, contrapeso, Entes, indígenas, Emenda, Presidente, remuneratória, competência, custeio"
71,"Estado, provas, ações, dever, União, Estados, desigualdades, segurança, educação, campanhas, modalidade, Municípios, servidores, forma, públicos, regionais, profissão, oferta, garantia, terrenos"
72,"empresas, impeachment, proporcional, informações, Presidente, povo, atos, liminar, energia, homens, voto, regime, publicidade, popular, transposição, Poderes, produção, lei, eleição, alternativas"
73,"voto, aulas, partidos, peso, alimentar, transporte, classe, decisão, corrente, extraordinário, abertura, perda, grandes fortunas, fortunas, comum, desenvolvimento, constitucionais, magistrados, parlamentares, mandato"
74,"transporte, liberdade, Estado, expressão, instância, aborto, compensações, poderes, Estados, terras, federal, separação, vinculação, mãe, limites, estupro, opressão, sociedade, direito, educação"
75,"tributar, Estado, eleições, prazo, reguladoras, direito, agências, poderes, quantidade, Município, saúde, recesso, governo, passagem, expressão, calendário, respectivas, Senado, democrático, liberdade"
76,"impeachment, Estado, responsabilidade, direito, processo, democracia, crime, ações, constitucional, conquistas, imigração, anonimato, exclusiva, Presidente, caminho, criação, autonomia, reforma, política, participativa"
77,"direitos, segurança, país, saúde, capacidade, melhoria, cidadãos, tecnologia, inovação, social, Estados, consumidor, rito, escrito, teto, pagamentos, direito, vitória, pública, constitucional"
78,"Senado, aviação, preços, igualdade, defesa, CPI, projeto, política, esperança, iniciativa, arrendamento, comercial, minoria, lei, anualidade, matéria, terras, consolidação, democracia, servidores"
79,"advocacia, orçamentos, ações, partidos, democrático, superávit, compulsória, vagas, Estados, País, administração, previsões, estudos, justiça, ambiente, formação, medidas, redivisão, número, territoriais"
80,"direitos, Municipais, deficiência, alterações, mandato, Nordeste, constitucional, famílias, pessoas, transferências, região, mulheres, mais, maioria, indenização, jurídicas, teto, maioridade, poder, forma"
81,"educação, licitações, Municípios, projeto, remoção, pessoa, contribuição, professores, terceirização, lei, Executivo, processo, pertinência, regime, Estados, temática, pleno desenvolvimento, magistrados, agentes, mecanismo"
82,"ensino, guarda, União, regionais, desigualdades, fundamental, municipal, liberdade, educação, federal, nacional, distribuição, econômico, ajuda, recursos, expressão, estados, professores, maiores, salário"
83,"indígenas, universidades, Senadores, CPI, plebiscito, imunidades, prazo, empreendimentos, Congresso, terras, Poder, minoria, condições, membros, reforma, pagamento, domínio, direito, atual, função"
84,"científica, pesquisa, anos, aposentadorias, salário, proteção, permanente, indígena, reserva, defesa, prerrogativas, veículos, tecnológica, Congresso, férias, infantil, trabalho, importância, medidas, corpo"
85,"requisitos, unanimidade, democracia, emancipação, racismo, dever, processo, administrativos, Assembleia, nova legislação, Estado, segundo turno, constitucionais, princípios, defesa, interesses, respectivos, integração, avanços, Senado"
86,"servidores, contingenciamento, pessoas, antigos, efetividade, direito, Federais, doações, políticos, derrubada, Estado, constitucional, Senado, físicas, saúde, incentivos, jurídicas, direitos, basilar, partidos"
87,"decoro, sede, público, superior, concurso, tratamento, desigual, parlamentar, Sessão, gerações, salvaguarda, futuras, multas, desiguais, expansão, temporária, ensino, humanos, fevereiro, ingresso"
88,"direitos, moralidade, produtividade, constitucional, fundamentais, servidor, segunda instância, segunda, racional, legalidade, candidato, instância, aposentadoria, medicamentos, portadoras, cobertura, constitucionais, sentença, estudo, eleitoral"
89,"direitos, Presidente, impeachment, Estados, desenvolvimento, garantias, impositivas, corte, econômico, espaços, necessidade, questões, alta, responsabilidade, Senado, piso, Plenário, emendas, urbanos, salarial"
