Topic,Rotulo
10,"medidas, provisórias, provisória, medida, edição, tramitação, prazos, existência, pauta, casos, Executivo, urgentes, prazo, constitucionais, relevantes, criação, limites, necessidade, dias, comoção, grave, relação, adoção, meio, prática, votação, Casa, renovação, urgência, implantação"
11,"emenda, propostas, emendas, meio, necessidades, específicas, autoria, orador, referendo, projeto, Estados, , , , , , , , , , , , , , , , , , , "
12,"democrático, democrática, Estado, democráticas, direito, espinha, dorsal, respeito, necessidade, princípios, reformas, liberdade, democracia, normas, cumprimento, países, fundamentais, preceitos, leis, cláusula, eleições, novas leis, livres, novas, realização, , , , , "
13,"liberdade, expressão, imprensa, liberdades, pensamento, opinião, censura, direito, manifestação, fundamentais, livre, direitos, consciência, alternância, individuais, livre manifestação, comunicação, respeito, meios, plenário, poder, comunitária, indispensável, cultural, convivência, licença, crianças, dignidade, brasileira, "
14,"legal, devido processo, devido, processo, ampla defesa, ampla, contraditório, defesa, judicial, legalidade, grau, direito, jurisdição, garantias, respeito, decisão, constitucionais, liberdade, privado, bens, direitos, prisão, administrativo, comunicações, fundamentais, advogado, preceitos, sigilo, sistemática, jus"
15,"competência, União, concorrente, competências, cultura, matéria, Estados, legislativa, privativa, concorrência, proteção, relações, exclusiva, fronteiras, defesa, trabalho, comum, calamidades, federal, outorga, critérios, saúde, públicas, pública, área, pessoas, escolha, permanente, garantia, nacional"
16,"terras, indígenas, índios, União, demarcação, originários, bens, exploração, usufruto, povos, exclusivo, rios, riquezas, direito, direitos, quilombos, solo, posse, existentes, mineração, permanente, remanescentes, identidade, áreas, constitucional, preservação, lei, naturais, Estado, contínuas"
17,"competência, tratados, compromissos, exclusiva, encargos, internacionais, hidrelétricas, voto, Executivo, patrimônio, acordos, lei, nacional, usinas, atos, indígenas, votações, final, quintos, decreto, emendas, artigos, Parlamentares, áreas, votos, complementar, exploração, ilegais, discurso, redação"
18,"trabalhadores, trabalhistas, direitos, trabalho, sociais, décimo, terceiro, semanal, férias, escravo, relação, direito, trabalhadoras, greve, conselheiros, desenvolvimento, sustentável, técnico, mercado, jovem, sindical, geral, pena, ensino, país, exploração, respeito, emendas, política, medidas"
19,"cidadão, cidadãos, cidadania, direito, direitos, saúde, dever, Estado, cidadã, segurança, acesso, moradia, defesa, universal, imparcial, constitucional, gratuito, pública, plena, , , , , , , , , , , "
20,"tributária, tributário, tributos, tribunais, tributárias, criação, sistema, novos, Estados, Municípios, reforma, imunidade, carga, federais, União, regionais, emenda, natureza, constitucional, bolo, repartição, nacional, arrecadação, meio, Senado, princípio, anos, aumento, alíquotas, necessidade"
21,"fiscalização, fiscal, Executivo, Legislativo, atos, ponto, dinheiro, vista, controle, patrimonial, públicos, orçamentária, União, obrigação, público, entidades, aplicação, dever, recursos, renúncia, financeira, leis, burocrático, tributário, pequenos, atribuições, administrativo, poderes, externo, elaboração"
22,"democrático, políticas, democráticas, Estado, democrática, política, marco, pacto, popular, direitos, democracia, direito, atual, político, voto, sistema, reforma, cidadania, regime, governo, reformas, conquistas, liberdades, prática, respeito, eleitoral, soberania, livres, humanos, eleição"
23,"Judiciário, judiciais, Executivo, decisões, poderes, Poderes, independência, processos, harmônicos, independentes, juízes, funções, vitaliciedade, competência, controle, divisão, subsídios, última instância, irredutibilidade, última, respeito, atuação, instância, administrativa, harmonia, financeira, eqüipotentes, funcionais, tripartição, sociedade"
24,"CPI, CPIs, instalação, fato, requisitos, assinaturas, terço, criação, número, fatos, membros, requerimento, irregularidades, minorias, direito, instauração, Senado, omissa, Judiciário, possibilidade, comissão, abertura, mesmo, sobrepostas, vinculada, exigências, definição, formação, pressupostos, indicação"
25,"redemocratização, social, brasileiro, história, democrático, brasileiros, marco, democracia, brasileira, início, período, direitos, Estado, cidadania, sociais, base, outubro, construção, Carta, grande, importantes, sistema, estrutura, processo, direito, democrática, fundamentais, intensa, exclusão, democratização"
26,"iguais, lei, igualdade, igual, artigo, leis, primeiro, , , , , , , , , , , , , , , , , , , , , , , "
27,"moralidade, impessoalidade, legalidade, publicidade, eficiência, princípios, administração, pública, administrativa, princípio, transparência, obediência, público, serviço, administrativos, públicos, atos, eleitorais, licitações, nepotismo, tese, contratos, campanhas, intervenção, condições, federal, normas, igualdade, , "
28,"ambiente, meio, ambiental, ambientais, proteção, concorrente, direito, impacto, competência, Estados, defesa, normas, naturais, questão, florestas, controle, solo, leis, gerais, uso, comum, recursos, produção, gestão, área, compensação, questões, áreas, indireto, implantado"
29,"autonomia, administrativa, financeira, universidades, entes, independência, funcional, isonomia, orçamentária, princípio, federativo, municípios, Estados, Poderes, patrimonial, política, gestão, federativos, diretores, reguladoras, agências, brasileira, estaduais, Estado, emenda, proposta, dimensão, correta, direito, significativos"
30,"separação, poderes, pétrea, cláusula, expressão, população, liberdade, forma, central, federativa, práticas, reservas, valor, demarcação, base, indígenas, princípios, Estado, , , , , , , , , , , , "
31,"Senado, autoridades, lei, instituições, criminosos, relação, pressões, inconstitucionais, contratos, golpe, matérias, votação, federativo, pacto, justiça, ações, cidadania, parlamentar, eleições, respeito, meio, sociais, Estados, União, , , , , , "
32,"mínimo, salário, necessidades, mínima, básicas, valor, trabalhadores, capaz, trabalhador, benefícios, vinculação, família, pagamento, previdenciários, anos, lei, famílias, idade, fim, aposentadoria, aposentados, integral, antigo, Senado, necessários, fundamentais, contribuição, dignidade, País, "
33,"crimes, crime, flagrante, drogas, inafiançável, porte, entorpecentes, posse, tráfico, Senador, extradição, hediondo, flagrante delito, delito, estrangeiro, político, comuns, anterior, opinião, hediondos, prerrogativa, foro, Deputado, competência, caso, quantidade, prévia, prisão, ilícito, graça"
34,"financeiras, financeiros, financeira, recursos, municípios, União, estados, operações, interesse, natureza, entes, instituições, Senado, saúde, financiamento, ações, assistência, governo, obrigações, divisão, distribuição, federal, competência, específicas, autorizações, vítimas, gastos, regionais, orçamentários, famílias"
35,"responsabilidade, responsabilidades, pública, segurança, Estado, Estados, União, dever, saúde, financiamento, educação, entes, gestão, brasileira, questões, direito, brasileiro, proteção, critérios, crianças, cursos, resíduos, sólidos, prefeito, necessidade, redação, famílias, urbanos, qualidade, obrigações"
36,"igualdade, discriminação, princípios, princípio, gênero, liberdade, igual, brasileiros, humana, dignidade, pessoa, tratamento, segurança, forma, direitos, raça, promoção, fundamentais, iguais, oportunidade, oportunidades, direito, mulheres, conceito, cidadãos, representação, proteção, jurídica, peso, Estados"
37,"impostos, imposto, grandes, União, Estados, arrecadação, produto, produtos, rendimentos, renda, exportações, cálculo, parte, criação, mercadorias, poupança, receita, instituição, alíquota, base, próprio, contas, fato, forma, valores, imunidade, termos, emenda, proposta, novos impostos"
38,"adolescente, família, criança, crianças, prioridade, absoluta, absoluta prioridade, sociedade, profissionalização, comunitária, familiar, convivência, alimentação, lazer, cultura, vida, dignidade, violência, dever, Estado, respeito, crueldade, liberdade, educação, direitos, exploração, salvo, direito, saúde, discriminação"
39,"urgência, relevância, provisórias, medidas, casos, situações, figura, Executivo, suficientes, real, instrumentos, mecanismos, , , , , , , , , , , , , , , , , , "
40,"democracia, participativa, representativa, liberdade, humanos, direta, alternância, respeito, poder, direitos, iniciativa, princípios, regras, plena, princípio, defesa, país, coexistência, individuais, compatibilidade, institucionalidade, atalhos, Estado, ampliação, separação, lei, constitucionais, pilares, poderes, livre iniciativa"
41,"desigualdades, regionais, eliminação, sociais, redução, República, finalidades, obrigação, princípio, dever, agenda, conjunto, econômicas, território, fundamentos, econômica, fundamental, nacional, , , , , , , , , , , , "
42,"Casas, Casa, casa, membros, comissão, revisora, turnos, plenário, quintos, mérito, aprovação, terço, provisórias, Senadores, medidas, forma, projeto, votação, parecer, lei, inquérito, parlamentar, regimento, turno, aposentadoria, votos, emenda, mulher, necessidade, promulgação"
43,"responsabilidade, impeachment, crime, processo, crimes, previsto, caracterização, Presidente, caso, parte, abertura, impopularidade, possibilidade, razões, motivo, momentos, improbidade, figura, legais, específicas, clara, cumprimento, judiciais, Administração, decisões, popular, leis, poder, , "
44,"crédito, abertura, autorização, suplementar, créditos, legislativa, especial, prévia, correspondentes, extraordinário, operações, indicação, suplementares, calamidade, recursos, guerra, externo, extraordinários, comoção, Congresso, imprevisíveis, despesas, decorrentes, interna, casos, urgentes, edição, provisórias, medidas, decretos"
45,"normas, perfeito, jurídica, jurídico, ato, coisa, norma, segurança, normativos, lei, discurso, cumprimento, termos, específica, constitucionais, implícita, direito, processo, tributárias, respeito, excessiva, aplicáveis, crítica, decoro, regularização, falta, relativas, ética, requerimentos, claras"
46,"educação, mínimo, mínimos, saúde, investimento, investimentos, áreas, orçamento, aplicação, obrigatoriedade, percentuais, percentual, receitas, orçamentos, receita, Municípios, Estados, municípios, municipais, limites, estaduais, Estado, estados, governo, tese, definição, sociais, menos, impostos, obrigação"
47,"interesses, individuais, indisponíveis, jurídica, regime, ordem, democrático, sociais, defesa, membros, essencial, jurisdicional, instituição, independência, função, permanente, atribuições, Justiça, carreira, defensor, delegados, público, papel, advogado, Estado, polícia, guardas, incumbência, remuneratória, pobres"
48,"cláusula, pétrea, pétreas, cláusulas, direitos, garantias, direito, plebiscito, princípio, federativo, federada, progressão, propriedade, coisa, privacidade, estrutura, pena, país, brasileiro, Estado, , , , , , , , , , "
49,"secreto, voto, cassação, situações, secretas, mandato, votações, casos, mandatos, processos, parlamentar, Senado, sessões, embaixadores, decoro, quebra, tribunais, matérias, existência, julgamento, ministros, proteção, , , , , , , , "
50,"trabalhadores, direitos, rurais, previdenciários, rural, trabalhador, salário, trabalhistas, aposentadoria, urbanos, férias, licença, mínimo, maternidade, trabalhadoras, trabalho, horas, domésticos, repouso, anos, aviso, benefícios, paternidade, domésticas, prévio, empregados, marco, programas, jovens, jornada"
51,"social, propriedade, função, direito, felicidade, inclusão, moradia, participação, efetivação, Estado, futuro, sociais, direitos, ordem, importantes, cumprimento, construção, econômica, nobre, basilar, propriedades, princípio, rural, juízes, busca, constitucional, capítulo, avanços, caráter, mecanismos"
52,"empresas, campanhas, empresarial, financiamento, empresa, tratamento, porte, eleitorais, estatais, economia, contrato, relevante interesse, relevante, complementar, jurídico, público, estatuto, brasileira, atividade, tributário, econômica, interesse, pública, públicas, jurídica, criação, privado, lei, nacional, serviço"
53,"penal, maioridade, anos, menores, processual, privativa, competência, compreendido, União, campo, matéria, legislativa, matérias, sistema, menor, provisórias, medidas, direito, específicas, questões, edição, lei, complementar, inimputabilidade, atualização, sintonia, via, Estados, adequação, juízes"
54,"julgado, trânsito, sentença, condenatória, penal, princípio, casos, exercício, inelegibilidade, probidade, transporte, administrativa, moralidade, fundamental, mandato, , , , , , , , , , , , , , , "
55,"políticos, partidos, política, políticas, pluripartidarismo, criação, fusão, extinção, incorporação, direitos, suspensão, inconstitucionalidade, constitucional, ação, conquistas, liberdade, mandato, ampla, humana, direito, apoiamento, tradição, sanções, conjugação, ampla liberdade, pessoa, reivindicações, eleitorado, livre, elenco"
56,"gastos, teto, públicos, inflação, educação, anterior, saúde, anos, gasto, ano, limites, despesas, crescimento, áreas, investimentos, mínimos, nominal, variação, acordo, proposta, ciência, tecnologia, aumento, despesa, vinculação, recursos, setor, essenciais, aplicação, valor"
57,"humana, dignidade, humanos, pessoa, humano, direitos, prevalência, vida, direito, princípio, fundamental, relações, alimentação, internacionais, seres, concepção, adequada, justo, digno, adequado, nova, sociais, cumprimento, tratamento, saúde, trabalho, leis, , , "
58,"vetos, veto, presidenciais, dias, pauta, presidencial, votação, apreciação, sessão, recebimento, prazo, conjunta, Presidente, proposições, deliberação, secreto, voto, ordem, maioria, escrutínio, delibere, matérias, absoluta, imediata, final, horas, dia, legislativo, processo, razões"
59,"terras, indígenas, demarcação, temporal, outubro, marco, promulgação, data, índios, povos, ocupação, indígena, líquido, certo, direito, existente, direitos, fato, , , , , , , , , , , , "
60,"petróleo, exploração, gás, natural, Estados, resultado, compensação, Municípios, participação, União, recursos, financeira, lavra, combustíveis, pesquisa, mar, plataforma, continental, naturais, energia, jazidas, derivados, territórios, resultados, monopólio, riqueza, respectivos, territorial, elétrica, atividades"
61,"recursos, Municípios, Estados, União, transferências, divisão, distribuição, municípios, receitas, saúde, constitucionais, estados, entes, federal, governo, significativo, exigências, acréscimo, redistribuição, orçamentários, descentralização, fundos, realização, impostos, atribuições, regulamentação, necessidade, , , "
62,"quórum, emenda, mudanças, votos, plebiscito, aprovação, emendas, proposta, constitucional, terços, legislativas, sistema, apresentação, leis, constitucionais, novos, meio, novos impostos, consenso, significativas, mínimo, alterações, proposições, texto, decretos, número, federais, impostos, eleitoral, "
63,"parlamentares, inviolabilidade, parlamentar, votos, palavras, opiniões, Parlamentares, prerrogativas, mandato, decoro, mandatos, inviolável, impositivas, perda, prerrogativa, atos, emendas, acordo, eleição, incompatível, tribuna, troca, processo, exercício, filiação, titularidade, vantagens, renúncia, vez, manifestações"
64,"social, assistência, seguridade, previdência, Previdência, saúde, sistema, condições, recursos, cidadão, direitos, valor, benefícios, empregador, direito, universalização, fundamental, contribuições, orçamento, rurais, ações, tripé, conotação, reajustamento, intocáveis, elementos, lado, originária, melhoria, complementares"
65,"separação, poderes, independência, alternância, divisão, poder, eleição, princípio, inviolabilidade, individuais, precípua, posterior, função, respectivas, proibição, secreta, paternidade, tortura, defesa, funcional, destinação, CPIs, específicos, constitucionalidade, direta, patrimônio, direitos, cultura, controle, representantes"
66,"responsabilidade, Presidente, crimes, crime, atos, orçamentária, Senado, prática, funções, instauração, lei, leis, impedimento, processo, probidade, casos, cumprimento, judiciais, decisões, popularidade, administração, suspensão, , , , , , , , "
67,"responsabilidade, crime, crimes, descumprimento, julgamento, atentado, administrativa, Senado, orçamentária, VI, político, inciso, probidade, lei, fiscais, entes, autorização, dimensão, doloso, cerceamento, passível, providências, casos, realidade, atos, trabalho, II, leis, mandato, escravo"
68,"incentivos, fiscais, prorrogação, anos, benefícios, vigência, regime, formato, ponto, vista, constitucional, atual, regional, aprovação, emenda, , , , , , , , , , , , , , , "
69,"harmônicos, independentes, Poderes, poderes, convivência, igualitários, eqüipotentes, divisão, independência, necessidade, , , , , , , , , , , , , , , , , , , , "
70,"servidores, transposição, Territórios, quadro, quadros, União, territórios, antigos, direitos, Estados, federais, Estado, federal, benefício, públicos, integração, compulsória, condição, proposta, emenda, , , , , , , , , , "
71,"energia, elétrica, destino, petróleo, Estados, origem, cobrança, alíquotas, operações, consumidores, consumidor, produção, produtor, venda, distribuição, combustíveis, tributação, fonte, Senado, Municípios, aeroportos, evidente, lubrificantes, gasosos, líquidos, conflito, aviação, quartos, desoneração, compensações"
72,"informação, informações, data, vigência, vigor, liberdade, ano, eleitoral, publicação, Executivo, eleição, Senado, lei, processo, Ministro, direito, prerrogativa, pedidos, ilimitada, expressão, Estado, humana, fundamental, dignidade, , , , , , "
73,"representantes, povo, poder, meio, termos, voto, estrutura, escolha, exercício, , , , , , , , , , , , , , , , , , , , , "
74,"harmonia, Poderes, independência, poderes, pedra, Nação, fundamental, sociedade, , , , , , , , , , , , , , , , , , , , , , "
75,"limites, precatórios, pagamento, atuação, endividamento, limite, poderes, cronológica, poder, pessoal, regras, decretos, despesas, novos, lei, legislação, complementar, concretos, eventos, executivo, ordem, desrespeito, limitações, prefeituras, pagamentos, conteúdo, existente, penais, territoriais, forma"
76,"manifestação, livre manifestação, pensamento, livre, anonimato, direito, pacífica, reunião, restrição, informação, expressão, associação, armas, liberdade, criação, ideias, sagrado, locais, organização, mobilização, crítica, público, livre organização, direitos, disposto, fundamentais, civis, opiniões, , "
77,"religiosa, culto, liberdade, culturais, exercício, crença, livre exercício, consciência, pleno exercício, livre, pleno, fontes, cultura, locais, acesso, difusão, liturgias, nacional, valorização, manifestações, Estado, pensamento, proteção, direitos, direito, unicidade, sindicais, pais, credo, política"
78,"Regimento, Senado, regimentais, Presidente, leis, sessões, procedimentos, votação, proporcionalidade, sessão, acordo, exemplar, horários, bloco, deliberativas, formato, majoritário, ordinárias, omissa, Relator, tamanho, conformidade, ética, princípio, titular, composição, partido, atuação, específico, processos"
79,"ensino, voto, primária, Presidente, primeira, educação, golpe, novo, gratuita, democrático, eleição, marco, escudo, novo ciclo, generosa, pública, nova Constituição, ciclo, vaga, Novo, profissionalizante, empregadores, bandeira, Senado, direito, ideia, obrigatório, empregados, titular, armas"
80,"melhor, leis, livro, respeito, impunidade, orador, dever, Senado, Senadores, desenvolvimento, parlamentares, provisórias, medidas, constitucional, Estados, , , , , , , , , , , , , , , "
81,"fiscal, responsabilidade, limites, gastos, decretos, atos, Executivo, legislação, aumentos, licitações, sucesso, governante, vantagens, endividamento, vigente, concessões, suplementares, públicos, início, princípios, fundamentais, vigência, preservação, créditos, remuneração, controle, prévia, Parlamento, parte, Senadores"
82,"defesa, ordem, papel, garantia, hierarquia, País, disciplina, fronteiras, atuação, caso, guerra, civis, nacional, segurança, questões, lei, ações, instituições, iniciativa, consigna, precípua, desenvolvimento, função, respeito, inalienáveis, determinação, lugar, constitucionais, paz, poderes"
83,"povo, poder, nome, governo, voto, , , , , , , , , , , , , , , , , , , , , , , , , "
84,"reforma, reformas, política, previdência, exclusiva, possibilidade, convocação, constituinte, emenda, debate, meio, políticas, proposta, qualificada, profundas, necessidade, consequência, ruptura, amplo, tributárias, justa, maioria, Previdência, realização, Senado, jurídica, base, ordem, propostas, Estado"
85,"povos, indígenas, direitos, futuras, gerações, fundamentais, , , , , , , , , , , , , , , , , , , , , , , , "
86,"cargos, cargo, reeleição, executivos, públicos, Executivo, partido, militares, ocupantes, perda, médicos, desempenho, profissionais, afastamento, mandato, requisitos, partidos, possibilidade, empregos, acumulação, simples, detentores, pessoas, eletivos, insuficiência, detentor, Senado, hipótese, limpa, eleitores"
87,"combate, corrupção, interesses, desigualdade, abusos, desigualdades, privada, regionais, constitucionais, pobreza, estrangeiras, propriedade, golpes, liberdade, miséria, Estado, respeito, impunidade, igualitária, parâmetros, leis, proteção, nação, compatível, emenda, respectivos, criação, eficácia, formas, meio"
88,"universal, saúde, gratuito, Único, atendimento, universalização, sistema, universalidade, direito, integral, serviços, pobres, descentralização, princípio, diferença, eficácia, dever, único, Estado, diretrizes, tratamento, organização, sociedade, , , , , , , "
89,"direito, liberdade, , , , , , , , , , , , , , , , , , , , , , , , , , , , "
90,"soberania, popular, voto, soberana, povo, referendo, sufrágio, supremacia, interferência, direto, nacional, plebiscito, princípio, decisões, universal, secreto, iniciativa, povos, internas, universitária, solo, autodeterminação, subsolo, poder, poderes, guerra, conquista, cooperação, instrumentos, Estado"
91,"domésticos, trabalhadores, domésticas, direitos, trabalhistas, urbanos, empregados, trabalhadoras, rurais, empregadas, mesmos direitos, mesmos, igualdade, novos direitos, parágrafo, único, novos, artigo, categoria, isonomia, sindical, meio, jornada, trabalhador, redução, autonomia, brasileiro, trabalho, emenda, constitucional"
92,"família, idade, infantil, educação, dever, colaboração, anos, dependentes, Estado, gratuita, sociedade, filhos, direito, crianças, assistência, trabalhadores, rurais, ensino, primeiro ano, fundamental, trabalho, primeiro, urbanos, ano, direitos, , , , , "
93,"econômica, econômico, atividade, abuso, imperativos, eleições, poder, necessária, consumidor, exploração, ordem, normalidade, relevante interesse, coletivo, relevante, legitimidade, lei, nacional, direta, segurança, interesse, princípios, uso, lucros, proteção, princípio, concorrência, relevantes, eliminação, aumento"
94,"homens, mulheres, obrigações, iguais, igualdade, direitos, lei, cidadãs, livre organização, direito, conjunto, preceitos, igual, partidária, organização, individuais, cidadãos, livre, garantias, forma, sociais, , , , , , , , , "
95,"popular, iniciativa, participação, projetos, proposição, populares, leis, apresentação, referendo, dispositivos, criação, meio, feitura, temporárias, destinos, iniciativas, lei, avanço, democracia, assinaturas, análise, transição, ditadura, comissões, direta, específico, número, plebiscito, cidadã, população"
96,"Propostas, emenda, propostas, meio, proposta, constitucional, líderes, quorum, completo, discussão, quórum, sessões, específico, votação, , , , , , , , , , , , , , , , "
