Topic,Rotulo
25,"royalties, populações, envolvidos, papel, distribuição, Estado, decisão, terras, Estados, constitucional, educação, Senado, diretrizes, sociedade, democracia, rurais, igualdade, criação, princípios, práticas"
26,"atual, democracia, processo, atentado, foro, longo, capacidade, desconexão, prejudicial, Executivo, legal, crise, confiança, fundamental, desequilíbrio, federativo, inaceitável, funções, instituições, política"
27,"Congresso, responsabilidade, respaldo, constitucionais, valores, governo, democráticos, legislação, decisões, procedimentos, direitos, medidas, princípios, Senado, sociedade, obrigações, jurídico, proteção, integridade, país"
28,"Previdência, projeto, base, condições, sociedade, estruturais, sociais, legal, reformas, preservação, leis, direitos, medidas, melhorias, Congresso, Estado, lacuna, justa, fundamental, acesso"
29,"realidade, atuais, sociais, atual, normas, atualização, democrática, propostas, gestão, constitucionais, saúde, distribuição, educacional, políticas, direitos, legislativas, papel, mudanças, política, necessidade"
30,"constitucionais, fortalecimento, direitos, base, princípios, proteção, cidadãos, tentativa, prejudiciais, tempos, recursos, modelo, políticas, desigualdades, crimes, discriminação, papel, responsabilidade, instituições, processo"
31,"social, sociais, garantias, igualdade, poderes, legislação, mandato, direitos, justiça, seguida, papel, necessidade, servidores, risco, expressão, democracia, decisões, regiões, cidadãos, legislativo"
32,"vulneráveis, fundamental, direitos, proteção, passo, atual, constitucionais, econômico, fundamentais, segurança, legal, inclusão, relação, cidadãos, necessidades, desigualdade, princípios, municípios, sólida, conquistas"
33,"defesa, legislação, país, processo, estado, interesses, fundamental, direitos, acordo, princípios, constitucionais, política, equidade, servidores, legalidade, impeachment, devido, soberania, atual, legitimidade"
34,"fundamentais, políticas, justiça, brasileiras, política, exploração, direitos, maior, crucial, constitucionais, lacuna, base, constitucional, normas, propostas, recursos, instrumento, incoerência, nomeação, partido"
35,"políticas, públicas, norma, região, atual, leis, justiça, democrática, injustiças, suficiente, corrupção, retrocesso, direito, direitos, econômico, prática, lei, Municípios, trabalhadores, cobrança"
36,"retrocesso, combate, sistema, atribuições, Estado, decisões, injusta, cidadãos, desequilíbrio, luta, tentativa, constitucional, corrupção, políticas, mesmo, pilar, direitos, democráticos, avanços, posse"
37,"servidores, violação, direitos, marco, desrespeito, Estados, União, forma, ético, escudo, democracia, esperança, constitucionais, proteção, desigualdades, medidas, reivindicações, moral, poder, externa"
38,"civilizatório, base, debate, democrático, autoritário, políticas, justiça, democrática, papel, país, guia, cidadãos, políticos, econômico, Nação, ideologias, liberdade, aplicação, democracia, seletiva"
39,"recursos, previdenciários, curso, significativa, direitos, crescimento, educação, papel, melhorias, inconstitucional, projeto, impeachment, Presidente, acesso, controle, legislativo, nacional, lei, defesa, interesses"
40,"papel, transformação, fortalecimento, ética, trabalhistas, documento, estabilidade, crucial, educação, positivo, essencial, dignidade, proteção, direitos, social, impeachment, país, recursos, constitucionais, forma"
41,"violação, direito, ambiente, responsabilidade, provisórias, desvio, valores, ações, prática, contrapesos, freios, ideologias, humano, transparência, problemáticas, transporte, reformas, política, constitucionais, medidas"
42,"essenciais, independência, unidade, direta, combate, decisões, implementação, violência, sociais, desafios, constitucionais, mulheres, proteção, decisão, base, brasileiro, garantias, povo, mecanismos, configuração"
43,"direitos, constitucionais, inadequado, decisões, desenvolvimento, crianças, governo, Estado, importância, judiciais, gestão, regiões, ações, limites, cidadãos, indígenas, acordos, reforma, prol, conhecimento"
44,"relação, governo, distribuição, papel, trabalho, regulamentação, fundamental, recursos, atual, violação, cidadãos, princípios, direitos, coerente, incoerência, defesa, desorganização, ação, colaboração, prol"
45,"gestão, avanço, apoio, direitos, trabalhadores, construção, modelo, eleitoral, saúde, terras, país, democracia, cidadania, retrocesso, traição, individual, justiça, categorias, inclusão, cobrança"
46,"saúde, valores, proteção, aspectos, internacionais, históricas, responsabilidade, pública, financiamento, direitos, democráticos, demarcações, homens, país, Estados, busca, educação, pleno, cidadão, caminho"
47,"importante, regra, populares, política, democracia, plena, sistema, devido, cidadania, atuais, anseios, regular, sigilo, legítimos, barreiras, exigência, desnecessárias, votações, cláusulas, ordem"
48,"fundamentais, exercício, tentativa, integridade, legislação, vida, regiões, políticas, direitos, vistos, traição, Previdência, competitividade, importante, consonância, má gestão, biomas, avanço, proteção, universal"
49,"acesso, correta, estruturação, estrutura, administrativa, responsabilidade, atuação, social, justiça, previstas, salvaguarda, legislativos, aplicação, política, instituição, reorganização, igualitário, quadro, perda, direitos"
50,"pilar, Judiciário, atual processo, brasileira, forma, atos, medidas, Congresso, processo, fundamental, provisórias, públicos, institucional, significativo, indicação, contribuições, tramitação, posse, democracia, vinculação"
51,"solução, públicas, princípios, cautela, avanço, democrática, regional, direitos, democracia, legislação, funcionamento, políticas, cidadãos, criação, significativo, lei, crise, tributos, arrecadação, cooperação"
52,"fundamentais, poder, Parlamento, pública, fiscalização, igualdade, parte, atuais, evolução, subversão, acessibilidade, influência, necessidades, estabilidade, base, significativa, mudanças, financeiro, correta, necessidade"
53,"autonomia, abuso, projetos, inclusão, voto, poder, legislativas, Congresso, mulheres, ambiental, atuação, corrupção, brasileiro, provisórias, atual, constitucionais, desvio, princípios, Judiciário, tramitação"
54,"privacidade, violações, atual, popular, fundamental, democrática, educação, suficiente, demandas, importantes, gestão, recursos, guia, garantias, políticas, atuais, sociais, maior transparência, reforma, transparência"
55,"terras, mandato, ética, alinhada, princípio, equidade, mudança, interpretação, limites, princípios, autonomia, indígenas, mecanismos, modelos, terceiro, populações, reforma, Municípios, salvaguarda, claros"
56,"discurso, marco, Poder, constitucional, questões, desvio, limites, contradição, sociais, infraconstitucional, aplicação, ativismo, excepcionais, famílias, instituições, respaldo, programas, parlamentar, judicial, casos"
57,"funcionamento, interferência, equilíbrio, lei, social, crescimento, medidas, princípios, projeto, igualdade, uso, provisórias, violação, prática, democráticos, modelos, justiça, prol, diversos, excessivo"
58,"relevância, eficácia, governança, municípios, social, guia, econômico, responsáveis, governo, resposta, avanço, urgência, injusto, pública, prestação, manipulação, procedimento, democrático, atual, local"
59,"democrática, escolha, plena, alinhada, situações, demandas, fiscal, práticas, ajuste, novas demandas, crise, manutenção, ordem, inaceitáveis, tentativas, objetivo, país, necessários, fundamental, essencial"
60,"justiça, interesses, financeiras, texto, gênero, ética, alinhada, regional, proteção, igualdade, social, judiciais, uso, constitucionais, ações, mecanismos, promoção, defesa, formulação, instituição"
61,"contínuo, crime, Estados, situações, legais, legal, políticas, forma, direitos, demanda, acusação, equitativo, ilegais, inadequadas, arcabouço, critérios, impeachment, produtores, econômicos, violência"
62,"sociais, fundamental, político, Nação, terra, clamor, degradação, jurídica, inação, direitos, país, legado, atual, tentativa, sistema, países, ameaças, autoritária, questão, violação"
63,"relevante, livre, prática, liberdade, conflitos, legitimidade, pilar, geral, população, postura, ideias, ideologias, papel, iniciativa, sistemas, matérias, comunicação, investigação, discrepância, democrática"
64,"prestação, serviços, governo, marco, limites, determinações, pessoa, previsões, promoção, relevantes, segurança, modernas, prerrogativa, status, falha, democracia, constitucionais, direitos, temporal, atendimento"
65,"anos, plena, papel, melhorias, falta, importantes, cidadãos, eventos, address, contradição, promoção, democracia, inclusivas, direitos, discrepância, reivindicações, efetivação, saúde, políticas, problema"
66,"ambiental, ataque, proteção, propostas, lei, contrapesos, freios, estrutura, ordinária, legítimos, empresarial, constitucionais, avanço, perda, arcabouço, direitos, necessidades, políticas, aprovação, fundamentais"
67,"contratos, provisória, distribuição, competências, medida, nacional, infraconstitucional, diferenças, elemento, processo, negativos, temas, objetivo, impactos, financeiros, identidade, tentativa, legítima, legislação, decisões"
68,"inclusão, legalidade, base, equilíbrio, unidades, indevida, federativas, contratos, discrepância, constitucional, poder, educação, responsabilidade, relações, públicas, impeachment, serviço, abuso, escolha, aspectos"
69,"condições, criação, econômico, equilíbrio, clamor, maioridade, categorias, ação, exigência, inclusivas, sobrecarregados, apoio, sociedade, necessidade, adequadas, públicas, formação, penal, novos, detrimento"
70,"CPIs, direitos, áreas, lacuna, legislação, políticos, equilíbrio, conservadora, reforma, colaboração, falha, indivíduos, barreira, família, base, vigente, presidenciais, cidadão, ameaça, efetiva"
71,"eficaz, base, justa, político, poderes, democráticos, regulação, formulação, expectativa, proporcional, regimes, resistência, administrativas, públicas, governança, percepção, forma, direito, ações, equitativa"
