Topic,Rotulo
12,"transposição, águas, enchentes, municípios, federal, governo, obra, Alerta, liberação, cidades, população, União, apresentação, terras, policiais, fundos, Projetos, militares, pavimentação, propostas, estradas, anistia, modelo, manifestações, compromissos, unidades, receita, Justificação, discurso, vicinais"
13,"crédito, financeira, juros, crise, taxa, financeiras, financeiros, mundial, bancos, taxas, autonomia, cartões, redução, municípios, brasileiros, instituições, rural, financiamento, básica, aumento, dívidas, liberação, governo, audiência, agência, renegociação, medidas, federal, Reflexão, risco"
14,"líder, Homenagem, transcurso, Dia, Balanço, próximo, aniversário, provisórias, medidas, fundação, função, edição, atitude, novo, data, novo Líder, excesso, março, senador, Saudação, empresa, Elogios, biênio, sábado, Questionamentos, idade, falecimento, gesto, time, próximo sábado"
15,"TV, televisão, telefonia, Globo, rádio, Comemoração, fraude, Homenagem, Sessão, propaganda, fraudes, aniversário, programa, digital, transcurso, atividades, fundação, móvel, reportagem, telecomunicações, celular, aplauso, último, acesso, Comunicações, qualidade, edição, inauguração, audiência, Senadores"
16,"segurança, energia, elétrica, públicos, problemas, corrupção, público, servidores, crise, obras, desenvolvimento, Insatisfação, falta, denúncias, população, União, região, redução, últimos, Copa, manifestações, Reflexões, Denúncia, dinheiro, grave, semana, insegurança, federais, greve, sociais"
17,"governo, federal, ações, Governador, obras, Cobrança, servidores, crise, Elogios, investimentos, acordo, combate, Elogio, sentido, relatório, setor, anúncio, estado, Cobranças, cumprimento, plano, cargos, econômica, proposta, salarial, operação, papel, Balanço, indústria, famílias"
18,"região, desenvolvimento, desmatamento, amazônica, ONGs, aplauso, Diário, sustentável, amazonense, Voto, Homenagem, países, econômico, preservação, último, indígenas, amazonenses, aumento, edição, lançamento, Alerta, política, soberania, Crítica, governo, ações, ação, transcurso, jornalista, sentido"
19,"Relato, visita, audiência, evento, solenidade, Participação, cidade, semana, seminário, obras, eventos, oficial, política, missão, parlamentar, Município, município, primeiro, próxima, interior, abertura, reforma, experiência, relato, federais, projetos, comemoração, observador, primeira, presença"
20,"impeachment, processo, admissibilidade, pedido, devido, Crítica, político, Presidência, comissão, rito, possibilidade, legal, Apresentação, debate, presidente, Indignação, instalação, Elogio, Relato, procedimentos, solidariedade, constituição, eventual, competência, fragilização, sumário, Comunicação, justificativas, obediência, validação"
21,"petróleo, combustíveis, gás, preços, exploração, natural, gasolina, diesel, preço, bruto, liquefeito, camada, exportação, diretrizes, imposto, produção, redução, aumento, óleo, operações, política, substituição, derivados, relativas, reservas, Dispõe, projetos, tributária, distribuição, adiamento"
22,"agricultura, produção, agropecuária, agricultores, agrícola, água, rural, fertilizantes, familiar, audiência, pequenos, produtores, setor, rurais, pequenos agricultores, produtor, alimentos, nacional, agronegócio, Nordeste, Relato, Alerta, economia, redução, Congratulações, mundo, banana, desafios, conjunta, Importância"
23,"venezuelanos, ingresso, visita, brasileiros, governo, brasileiro, voto, presidente, libertação, política, entrada, Repúdio, relações, repúdio, declarações, recepção, posição, povo, parlamentares, conflito, presença, Transcrição, sentido, pronunciamento, Posicionamento, eleições, artigo, último, dias, internacional"
24,"Médicos, médicos, provisória, medida, medidas, provisórias, medicamentos, Medidas, Saúde, pacientes, programa, uso, remédios, médica, energia, edição, tramitação, elétrica, doenças, ordem, apreciação, Resposta, pauta, texto, fornecimento, paciente, Necessidade, Executivo, liminar, redução"
25,"reforma, política, previdência, proposta, eleitoral, trabalhista, reformas, político, sistema, propostas, Reflexão, Previdência, pontos, Necessidade, plebiscito, previdenciária, Reflexões, financiamento, atual, direitos, governo, trabalhador, Análise, administrativa, institucional, mulheres, alterações, convocação, debate, econômico"
26,"CPI, instalação, requerimento, cartões, corporativos, trabalhos, irregularidades, denúncias, aéreo, corrupção, leitura, ONG, dinheiro, edição, apagão, proposta, Esclarecimentos, último, Questionamentos, investigações, governo, corrente, Mesa, intenção, senador, órgãos, gastos, março, crise, imprensa"
27,"transporte, transportes, obras, rodovia, duplicação, rodovias, restauração, recuperação, conclusão, trecho, setor, investimentos, aéreo, audiência, pesquisa, construção, pavimentação, Cobrança, liberação, urbano, Diretor, logística, federais, governo, melhoria, obra, sentido, região, conservação, cargo"
28,"mandato, parlamentar, Prestação, contas, Balanço, Breve, atividades, exercício, histórico, ano, Relato, vida, trajetória, Agradecimentos, primeiro, parlamentares, semestre, primeiro semestre, Agradecimento, suplente, eleição, política, pessoal, temas, prioritários, benefício, profissional, legislativo, perspectiva, Retrospectiva"
29,"mínimo, salário, Justiça, cargo, declarações, declaração, audiência, visita, último, presença, reajuste, edição, vaga, aumento, oposição, Elogios, Relato, aposentados, artigo, governo, janeiro, nome, ministério, inflação, conclusão, mandato, Leitura, frente, Corregedor, revista"
30,"presença, Plenário, Prefeito, prefeitos, prefeito, plenário, município, cidade, municípios, Governador, décima, vereadores, Saúda, estado, comitiva, embaixador, federativo, pacto, governador, senhor, presidente, estudantes, semana, candidatos, próxima, baianos, crianças, Saúde, amigo, próxima semana"
31,"tributária, reforma, carga, proposta, excessiva, tributário, CPMF, redução, aumento, tributos, Posicionamento, regulamentação, simplificação, arrecadação, sistema, texto, brasileira, crescimento, setor, contrário, prorrogação, gastos, apresentação, tributárias, brasileiro, econômico, nacional, Reflexões, pontos, ano"
32,"ambiental, ambiente, meio, ambientais, Dia, preservação, política, legislação, brasileira, Comemoração, transcurso, rurais, Reflexão, licenças, setor, área, pronunciamento, ambientalista, produtores, Saudação, Relato, econômico, Cerrado, investimentos, aplicação, municípios, Apresentação, sociedade, esforço, Realização"
33,"governo, interino, trabalhista, reforma, medidas, previdenciária, exercício, reformas, política, Presidência, propostas, social, eleições, possibilidade, privatização, mandato, previdência, Deputado, públicos, renúncia, possível, públicas, trabalhistas, presidência, retrocesso, caso, gastos, servidores, políticas, visita"
34,"Regimento, fundamento, Apresentação, arts, inciso, ordem, base, fundamentos, II, termos, artigo, urgência, artigos, discussão, sessão, senador, Presidência, membros, comissão, XI, ausência, tramitação, mesma, inclusão, possibilidade, parecer, leitura, mesma sessão, eleição, antecedência"
35,"pronunciamento, pessoal, Explicação, Resposta, pronunciamentos, Esclarecimentos, ordem, discurso, explicação, sessão, palavra, pedido, Senadores, Uso, orador, Referências, Elogios, Réplica, requerimento, nome, aparte, tribuna, comportamento, conjunta, informação, história, último, questões, comissão, último pronunciamento"
36,"fiscal, fiscalização, ajuste, arcabouço, econômica, novo arcabouço, controle, medidas, governo, obras, públicos, equilíbrio, política, novo, públicas, Alerta, contas, apresentação, econômico, investimentos, crise, despesas, aumento, desoneração, renúncia, ações, Fazenda, Municípios, atual, Expectativa"
37,"veto, vetos, Veto, presidenciais, presidencial, derrubada, rejeição, apreciação, apostos, sessão, multa, justa causa, aposentados, justa, causa, demissão, deliberação, municípios, dispositivo, ordem, Protesto, aumento, projetos, recriação, Crítica, possível, adicional, regulamentação, União, empresas"
38,"Crítica, suposta, Deputado, eleição, primeiros, dias, governo, decreto, política, Indignação, candidato, críticas, candidatura, Presidência, Elogio, eleitoral, primeiros dias, Reflexão, Balanço, suposto, Elogios, ódio, presidente, reforma, Posicionamento, uso, reformas, divulgação, medidas, favorável"
39,"Ministérios, básica, órgãos, organização, junho, ordem, devolução, mesmo objeto, motivo, reflexos, objeto, caminhoneiros, alterações, mesmo, greve, fundamento, registro, autoridades, Resposta, , , , , , , , , , , "
40,"câncer, Câncer, mama, Outubro, prevenção, tratamento, fosfoetanolamina, sintética, diagnóstico, Sessão, precoce, combate, conscientização, colo, transcurso, Homenagem, cura, medicamento, uso, Elogio, audiência, ações, utilização, pesquisas, Associação, abril, movimento, Alerta, aumento, casos"
41,"aeroportos, aeroporto, concessão, obras, otimização, construção, atuais, impactos, leilão, brasileiros, operação, Vitória, projetos, pista, Doutor, infraestrutura, empresa, aviação, Comemoração, Infraestrutura, aéreo, aéreas, ampliação, cidade, setor, privada, iniciativa, segunda pista, Alerta, aeronaves"
42,"CPI, instalação, instauração, denúncias, investigação, Crítica, apresentação, corrupção, requerimento, empresa, irregularidades, crise, assinaturas, líderes, estatal, prejuízos, ação, verba, informações, parlamentares, Leitura, setor, eleitorais, Protesto, patrocínio, públicos, Reflexão, existência, editorial, recebimento"
43,"royalties, petróleo, distribuição, veto, exploração, educação, estados, municípios, gás, presidencial, nova, propostas, prioritária, pagamento, novo, projetos, manifestação, Ponderações, totalidade, brasileiros, proposta, emenda, ocasião, Reafirmação, federação, drogas, regras, atual, Justificativa, regulatório"
44,"chuvas, catarinense, infraestrutura, Relato, obras, vítimas, Cumprimentos, aftosa, grupo, livre, educação, Solidariedade, estado, dados, Comemoração, Elogios, tributária, economia, última, população, solidariedade, política, positivos, logística, desastres, crescimento, gestão, ciclone, anúncio, imobiliário"
45,"mulher, enfrentamento, violência, ações, decreto, apresentação, dezembro, legislativo, empresas, Discussão, efeitos, redução, favorável, Resolução, parecer, Relatora, Posicionamento, obrigações, Dia, legislativos, proposta, disciplinar, arrecadação, impostos, processos, idosos, senadores, trabalhadores, número, acessórias"
46,"Requerimento, ordem, Sessão, voto, aplauso, Realização, pauta, Dia, sessão, Solicitação, Apresentação, Desarquivamento, aniversário, Encaminhamento, requerimento, Agradecimentos, caderno, forma, Mesa, visibilidade, oral, sul, imigração, orador, conjunta, proposições, cultura, povo, sentido, "
47,"lançamento, livro, programa, governo, quinquagésima, próxima, Mais, federal, Comemoração, revista, Turismo, Agradecimento, nova, terceira, Elogio, presença, audiência, sede, indígena, mês, solicitação, manifestações, condições, Dia, vigilantes, nova sede, pedra, aniversário, difícil, terceiro aniversário"
48,"novo, florestas, produção, tramitação, públicas, sustentável, ambiental, áreas, gestão, agosto, água, março, florestal, ambiente, meio, providências, agrícola, manejo, dezembro, diversos, rurais, proposta, audiência, pontos, Discussão, agricultores, ambientais, desafios, revisão, cultivo"
49,"drogas, porte, descriminalização, consumo, entorpecentes, afins, desacordo, criminalização, determinação, posse, pessoal, legal, autorização, aborto, julgamento, tráfico, uso, maconha, legalização, Indignação, combate, contrário, contrária, Crítica, favorável, proposta, ilícitas, usurpação, Cumprimentos, crime"
50,"Dia, mulheres, Homenagem, transcurso, Comemoração, internacional, mulher, março, maio, brasileiras, passagem, sessão, homenagem, primeiro, Lembrança, papel, vereadoras, prefeitas, públicos, chefe, família, data, municipais, instituição, tratamento, cargos, servidores, eleições, , "
51,"climáticas, mudanças, climáticos, desastres, global, Relato, aquecimento, debates, países, região, ambiental, políticas, planeta, relatório, mundo, audiência, evento, eventos, redução, ambiente, meio, gases, metas, trabalhos, proposta, dias, tema, governo, último, consequências"
52,"Copa, futebol, Clube, estádios, clubes, brasileiro, campeonato, time, jogos, jogador, bebidas, alcoólicas, clube, voto, violência, estádio, cidade, atletas, partida, sede, centenário, venda, brasileira, corrupção, Elogio, Comemoração, Encaminhamento, basquete, ações, Universo"
53,"terras, indígenas, demarcação, temporal, terra, marco, invasões, rurais, índios, comunidades, hectares, estrangeiros, povos, reserva, áreas, ocupações, posicionamento, indenização, compra, área, suposta, processo, propriedade, Justiça, pertencentes, garimpo, Elogios, data, conservação, Insatisfação"
54,"privado, Dispõe, seguro, dispositivos, normas, providências, janeiro, Discussão, Relator, animais, parecer, humanos, tramitação, natureza, jurídica, dispositivo, pauta, fevereiro, inclusão, guarda, profissional, maior importância, indagação, Compensação, educação, produto, tecnológica, parcela, rede, expansão"
