Topic,Rotulo
24,"opiniões, parlamentares, palavras, parlamentar, votos, imunidade, inviolabilidade, invioláveis, civil, Senadores, Parlamentares, exercício, prerrogativas, mandato, Deputado, inviolável, liberdade, expressão, emendas, ações, voto, proteção, medo, legal, prerrogativa, funções, decisão, atuação, Ministro, declarações"
25,"tributária, tributário, tributos, sistema, reforma, tributárias, carga, tribunais, consumidores, entidades, arrecadação, novos, criação, transparência, normas, Tribunais, contributiva, funcionalidade, progressivo, imunidade, impostos, contas, capacidade, tributo, competência, União, controle, novos tribunais, tributação, justiça"
26,"crianças, adolescentes, criança, adolescente, família, prioridade, absoluta, proteção, sociedade, profissionalização, comunitária, convivência, familiar, alimentação, lazer, violência, cultura, dever, educação, dignidade, crueldade, opressão, exploração, políticas, públicas, jovens, salvo, anos, vida, responsabilidade"
27,"Território, transformação, Estados, autonomia, administrativa, geográficos, Federação, desenvolvimento, criação, Federais, condição, terras, limites, categoria, deveres, território, mesmos direitos, federação, atuais, mesmos, elevação, status, local, econômico, anos, União, artigo, federal, domínio, história"
28,"Regimento, regimentais, Casa, normas, proposições, sessões, votação, procedimentos, contrárias, leis, decisão, sessão, regimental, decisões, secreta, ordem, presidência, ações, votações, partido, proporcionalidade, princípio, trabalhos, voto, legislativos, processo, parlamentares, funcionamento, secreto, indicação"
29,"mandato, terceiro, terceiro mandato, vacância, presidencial, Cada, esperança, reeleição, possível, nova, vez, eleições, caso, diretas, Presidência, eleição, cargo, últimos, mandatos, anos, cargos, ano, tentativa, Conselho, indiretas, indireta, consecutivo, possibilidade, direta, final"
30,"interesses, defesa, individuais, indisponíveis, ordem, regime, jurídica, papel, democrático, membros, instituição, sociais, essencial, corrupção, atribuições, funções, função, jurisdicional, independente, sociedade, combate, democracia, fundamental, atuação, permanente, limites, delegados, investigações, Justiça, crucial"
31,"crédito, autorização, abertura, créditos, suplementar, operações, suplementares, legislativa, prévia autorização, decretos, prévia, extraordinário, inciso, correspondentes, especial, responsabilidade, externo, operação, extraordinários, indicação, crime, bancos, governo, impeachment, comoção, decreto, calamidade, requisitos, imprevisíveis, ouro"
32,"povo, poder, representantes, eleitos, único, popular, parágrafo, nome, vontade, democracia, voto, direta, representação, eleições, termos, soberania, participação, consciente, plebiscito, Legislativo, mecanismos, decisões, referendo, população, iniciativa, exercício, princípios, interesses, brasileiro, participativa"
33,"vetos, veto, presidenciais, dias, votação, apreciação, prazo, pauta, legislativo, recebimento, deliberação, presidencial, sessão, processo, pendentes, ordem, análise, proposições, conjunta, final, projetos, Executivo, cronológica, secreto, voto, escrutínio, papel, absoluta, palavra, maioria"
34,"gastos, teto, públicos, áreas, limite, saúde, educação, inflação, essenciais, limites, governo, despesas, anterior, fiscal, ano, crescimento, sociais, anos, necessária, investimentos, despesa, medida, Gastos, públicas, econômica, perigoso, listas, diretor, políticas, pessoas"
35,"voto, secreto, cassação, votações, transparência, votação, mandato, secreta, maior transparência, parlamentares, secretas, deliberações, aberta, situações, maior, casos, regra, perda, Câmara, abertas, parlamentar, Regimento, transparentes, mandatos, votos, decisões, sessões, processos, maioria, absoluta"
36,"salário, mínimo, piso, salarial, necessidades, básicas, valor, inflação, benefícios, reajuste, trabalhadores, aposentadorias, enfermagem, quarto, trabalhador, digno, vinculação, decreto, aposentados, família, capaz, vestuário, real, IV, vitais, moradia, lazer, previdenciários, valorização, benefício"
37,"incentivos, fiscais, desenvolvimento, região, modelo, regional, tratamento, decreto, anos, prorrogação, vantagens, econômico, manutenção, Disposições, tributário, zonas, regime, continuidade, livre comércio, competitividade, setor, comércio, inconstitucional, ambiental, empresas, industrial, reconhecimento, fiscal, regionais, preservação"
38,"integração, povos, internacionais, paz, latino, relações, americana, países, pacífica, cultural, conflitos, princípios, autodeterminação, nações, econômica, solução, externa, comunidade, internacional, social, regional, objetivo, formação, cooperação, defesa, postura, internas, humanos, princípio, busca"
39,"dever, responsabilidade, polícias, Estados, Governadores, cidadãos, militares, artigo, federal, civis, polícia, função, violência, gestão, obrigação, primária, cidadão, sistema, responsabilidades, chefia, armas, cooperação, funções, crise, efetiva, prisional, abordagem, estrutura, propostas, respectivos"
40,"pétrea, cláusula, cláusulas, pétreas, maioridade, penal, redução, perpétua, prisão, fundamentais, inconstitucional, pena, federativo, garantias, legislação, plebiscito, progressão, propriedade, mudanças, liberdade, revisão, inimputabilidade, privacidade, questão, possível, crimes, equilíbrio, alteração, imprensa, emendas"
41,"servidores, transposição, quadro, União, quadros, territórios, anos, federal, Estados, território, tutelar, período, transpostos, tratamento, Federais, públicos, federais, emendas, injustiça, isonômico, regulamentação, mesmo tratamento, prazo, carreira, mesmos, criação, isonomia, benefícios, pessoal, justiça"
42,"melhor, julgado, trânsito, prisão, sentença, condenatória, inocência, presunção, instância, segunda instância, penal, segunda, condenação, pena, inciso, decisão, princípio, inconstitucional, interpretação, execução, condenado, processo, clara, apreensão, segundo grau, grau, judiciais, corpus, habeas, liberdade"
43,"educação, investimento, mínimo, aplicação, receitas, mínimos, saúde, Municípios, áreas, Estados, orçamento, percentual, obrigação, parte, gestores, investimentos, governo, receita, percentuais, significativa, manutenção, ensino, prefeitos, área, cumprimento, desenvolvimento, públicos, desvinculação, vinculação, índice"
44,"Câmara, Casa, legislativo, revisora, processo, iniciadora, tramitação, legislativas, rito, bicameral, votação, sanção, casa, papel, medidas, propostas, impositivo, decisão, projetos, provisórias, matéria, Regimento, procedimento, municípios, orçamento, Senadores, função, trâmites, constitucionalidade, prazos"
45,"social, seguridade, Previdência, assistência, previdência, sistema, fontes, reforma, faturamento, financiamento, lucro, saúde, empregador, proteção, contribuições, contribuição, jogos, lotéricos, déficit, previdenciário, empregado, trabalhadores, orçamento, Contribuição, superávit, receita, áreas, garantido, dinheiro, pagamento"
46,"ordem, defesa, garantia, papel, militar, fronteiras, disciplina, militares, hierarquia, intervenção, nacional, iniciativa, narcotráfico, missões, atuação, Poderes, instituições, reserva, poderes, envolvimento, funções, guerra, caso, país, combate, pacificação, indígenas, soberania, crise, governo"
47,"saúde, Municípios, Estados, líquida, receita, orçamentos, percentual, corrente, União, percentuais, regulamentação, parte, obrigação, gastos, significativa, receitas, aplicação, orçamento, entes, investimentos, investimento, estaduais, municipais, específica, líquidas, ano, governos, municípios, arrecadação, adequado"
48,"rádio, comunicações, telecomunicações, televisão, sigilo, telefônicas, emissoras, TV, programação, serviços, produção, comunicação, monopólio, quebra, judicial, acesso, radioisótopos, inciso, princípios, XII, empresas, telefônico, autorização, União, concessões, uso, concessão, dados, competência, comercialização"
49,"emendas, propostas, processo, legislativo, infringentes, embargos, quórum, tramitação, votação, específico, impositivas, oportunistas, Senadores, suplentes, projetos, mínimo, apresentação, voto, reguladoras, formal, agências, senadores, discurso, votos, transparência, comissões, parlamentares, votações, apoio, apreciação"
50,"popular, iniciativa, participação, projetos, população, referendos, plebiscitos, democracia, legislativo, mecanismos, assinaturas, instrumentos, participativa, processo, apresentação, direta, populares, leis, plebiscito, sociedade, referendo, mecanismo, decisões, elaboração, cidadania, criação, representativa, instrumento, destinos, primeira"
51,"cidadãos, pessoas, transporte, brasileiros, acesso, liberdade, construção, espaços, acessibilidade, meios, infraestrutura, território, livre, mobilidade, questão, urbanos, deficiência, delinquentes, nacional, garantia, cidadão, públicos, condições, animais, regiões, brasileiro, reservas, básico, adequada, civil"
