Topic,Rotulo
9,"transposição, águas, municípios, enchentes, federal, governo, obra, Alerta, liberação, cidades, população, União, apresentação, terras, policiais, fundos, Projetos, militares, pavimentação, propostas, estradas, anistia, modelo, manifestações, compromissos, unidades, receita, Justificação, discurso, vicinais"
10,"crédito, financeira, juros, crise, taxa, financeiras, financeiros, mundial, bancos, taxas, autonomia, cartões, redução, municípios, brasileiros, instituições, rural, financiamento, básica, aumento, dívidas, autoria, liberação, governo, audiência, agência, medidas, renegociação, federal, Reflexão"
11,"líder, Homenagem, transcurso, Dia, Balanço, próximo, aniversário, medidas, provisórias, fundação, função, atitude, novo, data, novo Líder, excesso, março, senador, Saudação, empresa, Elogios, biênio, sábado, Questionamentos, idade, falecimento, gesto, time, próximo sábado, trigésimo aniversário"
12,"TV, televisão, Globo, telefonia, rádio, Comemoração, fraude, Homenagem, Sessão, propaganda, aniversário, fraudes, programa, digital, transcurso, atividades, fundação, móvel, autoria, reportagem, telecomunicações, celular, aplauso, último, acesso, Comunicações, qualidade, inauguração, audiência, Senadores"
13,"região, desenvolvimento, desmatamento, amazônica, ONGs, aplauso, sustentável, amazonense, Voto, Homenagem, países, econômico, preservação, último, indígenas, amazonenses, aumento, lançamento, Alerta, política, soberania, Crítica, governo, transcurso, ações, ação, jornalista, sentido, nacional, brasileira"
14,"Relato, visita, audiência, evento, solenidade, Participação, cidade, semana, seminário, obras, eventos, oficial, política, missão, parlamentar, Município, município, primeiro, próxima, interior, abertura, reforma, experiência, relato, federais, projetos, comemoração, primeira, presença, observador"
15,"impeachment, processo, admissibilidade, pedido, devido, Crítica, político, Presidência, comissão, rito, possibilidade, Apresentação, legal, debate, presidente, Indignação, instalação, Elogio, Relato, procedimentos, solidariedade, constituição, eventual, competência, fragilização, sumário, Comunicação, justificativas, obediência, validação"
16,"petróleo, combustíveis, gás, preços, exploração, natural, gasolina, diesel, preço, bruto, liquefeito, camada, exportação, diretrizes, imposto, produção, redução, aumento, óleo, autoria, operações, política, substituição, derivados, relativas, reservas, Dispõe, projetos, tributária, distribuição"
17,"agricultura, produção, agropecuária, agricultores, agrícola, água, rural, fertilizantes, familiar, audiência, pequenos, produtores, setor, rurais, pequenos agricultores, produtor, alimentos, nacional, agronegócio, Nordeste, Relato, Alerta, economia, redução, Congratulações, mundo, apoio, banana, desafios, autoria"
18,"Médicos, médicos, provisória, medida, medidas, provisórias, medicamentos, Medidas, Saúde, pacientes, votação, uso, remédios, médica, energia, tramitação, ordem, elétrica, doenças, apreciação, Resposta, pauta, texto, fornecimento, paciente, Necessidade, Executivo, redução, liminar, Posicionamento"
19,"reforma, política, previdência, proposta, eleitoral, trabalhista, reformas, político, sistema, propostas, Reflexão, Previdência, pontos, Necessidade, plebiscito, previdenciária, Reflexões, financiamento, atual, direitos, governo, trabalhador, Análise, administrativa, institucional, mulheres, alterações, convocação, debate, econômico"
20,"CPI, instalação, requerimento, cartões, corporativos, trabalhos, irregularidades, denúncias, aéreo, corrupção, leitura, ONG, dinheiro, apagão, proposta, Esclarecimentos, último, Questionamentos, investigações, governo, corrente, Mesa, senador, órgãos, intenção, gastos, março, crise, imprensa, brasileira"
21,"transporte, transportes, obras, rodovia, duplicação, rodovias, restauração, recuperação, conclusão, trecho, setor, investimentos, aéreo, audiência, pesquisa, construção, pavimentação, Cobrança, liberação, Diretor, urbano, logística, federais, governo, melhoria, obra, sentido, região, cargo, conservação"
22,"mínimo, salário, Justiça, cargo, declarações, audiência, declaração, visita, último, presença, reajuste, vaga, apoio, aumento, oposição, Elogios, Relato, aposentados, artigo, governo, janeiro, nome, ministério, inflação, conclusão, mandato, Leitura, frente, revista, Corregedor"
23,"presença, Plenário, Prefeito, prefeitos, prefeito, plenário, município, cidade, municípios, Governador, décima, vereadores, Saúda, estado, comitiva, embaixador, apoio, federativo, pacto, governador, presidente, senhor, estudantes, semana, candidatos, próxima, baianos, crianças, Saúde, amigo"
24,"tributária, reforma, carga, proposta, excessiva, tributário, CPMF, redução, aumento, tributos, Posicionamento, regulamentação, simplificação, sistema, arrecadação, texto, brasileira, crescimento, setor, contrário, prorrogação, gastos, apresentação, brasileiro, tributárias, econômico, nacional, Reflexões, pontos, ano"
25,"ambiental, ambiente, meio, ambientais, Dia, preservação, política, legislação, brasileira, Comemoração, transcurso, rurais, Reflexão, licenças, setor, área, pronunciamento, produtores, ambientalista, Saudação, Relato, econômico, investimentos, Cerrado, aplicação, municípios, Apresentação, sociedade, esforço, Realização"
26,"governo, interino, trabalhista, reforma, autoria, medidas, previdenciária, exercício, reformas, política, Presidência, propostas, social, eleições, possibilidade, privatização, mandato, previdência, Deputado, públicos, possível, renúncia, públicas, trabalhistas, presidência, retrocesso, caso, gastos, servidores, políticas"
27,"Regimento, fundamento, Apresentação, arts, inciso, ordem, base, fundamentos, II, termos, artigo, votação, urgência, artigos, discussão, sessão, senador, Presidência, membros, comissão, XI, ausência, tramitação, mesma, inclusão, possibilidade, parecer, leitura, mesma sessão, eleição"
28,"fiscal, fiscalização, ajuste, arcabouço, econômica, novo arcabouço, medidas, controle, governo, obras, públicos, autoria, equilíbrio, política, novo, públicas, Alerta, contas, apresentação, econômico, investimentos, crise, despesas, aumento, desoneração, ações, renúncia, Fazenda, Municípios, atual"
29,"veto, vetos, Veto, presidenciais, presidencial, derrubada, rejeição, apreciação, apostos, sessão, votação, multa, justa causa, aposentados, justa, causa, demissão, deliberação, municípios, dispositivo, ordem, Protesto, aumento, projetos, recriação, Crítica, possível, adicional, regulamentação, União"
30,"Crítica, apoio, suposta, Deputado, eleição, dias, primeiros, governo, decreto, política, Indignação, candidato, críticas, Presidência, candidatura, Elogio, eleitoral, primeiros dias, Reflexão, Balanço, suposto, Elogios, ódio, presidente, reforma, Posicionamento, uso, reformas, divulgação, medidas"
31,"câncer, Câncer, mama, Outubro, prevenção, tratamento, fosfoetanolamina, sintética, diagnóstico, Sessão, precoce, combate, conscientização, colo, transcurso, Homenagem, cura, medicamento, uso, Elogio, audiência, ações, utilização, pesquisas, Associação, abril, movimento, Alerta, aumento, casos"
32,"Ministérios, básica, órgãos, organização, junho, ordem, devolução, mesmo objeto, motivo, reflexos, objeto, caminhoneiros, alterações, mesmo, greve, fundamento, registro, autoridades, Resposta, , , , , , , , , , , "
33,"aeroportos, aeroporto, concessão, obras, otimização, construção, atuais, impactos, leilão, brasileiros, operação, Vitória, projetos, pista, Doutor, infraestrutura, empresa, Comemoração, aviação, Infraestrutura, aéreo, aéreas, ampliação, cidade, setor, privada, iniciativa, Alerta, segunda pista, aeronaves"
34,"CPI, instalação, instauração, denúncias, investigação, Crítica, apresentação, corrupção, requerimento, empresa, irregularidades, crise, assinaturas, líderes, estatal, prejuízos, ação, verba, informações, parlamentares, Leitura, setor, eleitorais, Protesto, públicos, Reflexão, patrocínio, existência, editorial, recebimento"
35,"royalties, petróleo, distribuição, veto, exploração, educação, estados, municípios, gás, presidencial, autoria, nova, propostas, prioritária, pagamento, novo, projetos, manifestação, Ponderações, votação, totalidade, brasileiros, proposta, emenda, ocasião, Reafirmação, federação, drogas, regras, atual"
36,"chuvas, catarinense, infraestrutura, Relato, obras, vítimas, Cumprimentos, aftosa, grupo, educação, Solidariedade, livre, estado, dados, Comemoração, Elogios, tributária, economia, última, população, solidariedade, política, positivos, logística, desastres, crescimento, gestão, anúncio, ciclone, imobiliário"
37,"autoria, mulher, enfrentamento, violência, ações, decreto, apresentação, dezembro, empresas, legislativo, Discussão, efeitos, redução, favorável, Resolução, parecer, apoio, Relatora, Posicionamento, Dia, obrigações, legislativos, proposta, arrecadação, impostos, processos, idosos, senadores, trabalhadores, número"
38,"Requerimento, ordem, Sessão, voto, aplauso, Realização, pauta, Dia, sessão, votação, Solicitação, Apresentação, Desarquivamento, aniversário, Encaminhamento, autoria, requerimento, Agradecimentos, forma, caderno, Mesa, visibilidade, oral, sul, imigração, orador, conjunta, proposições, cultura, povo"
39,"lançamento, livro, programa, autoria, governo, quinquagésima, próxima, Mais, federal, Comemoração, revista, Turismo, Agradecimento, nova, terceira, presença, audiência, apoio, sede, indígena, solicitação, manifestações, condições, Dia, nova sede, vigilantes, pedra, aniversário, difícil, terceiro aniversário"
40,"novo, florestas, produção, tramitação, públicas, sustentável, ambiental, áreas, gestão, agosto, água, Reflexão, março, florestal, ambiente, providências, meio, agrícola, manejo, dezembro, diversos, rurais, proposta, audiência, pontos, Discussão, agricultores, ambientais, desafios, artigo"
41,"drogas, porte, descriminalização, consumo, entorpecentes, afins, desacordo, criminalização, determinação, posse, pessoal, legal, autorização, aborto, julgamento, tráfico, uso, maconha, legalização, Indignação, combate, contrário, contrária, Crítica, favorável, proposta, ilícitas, usurpação, Cumprimentos, crime"
42,"Dia, mulheres, Homenagem, transcurso, Comemoração, internacional, mulher, março, maio, brasileiras, passagem, sessão, homenagem, primeiro, Lembrança, papel, vereadoras, prefeitas, públicos, chefe, família, data, municipais, instituição, tratamento, cargos, servidores, eleições, , "
43,"climáticas, mudanças, climáticos, desastres, Relato, global, aquecimento, debates, países, região, ambiental, políticas, relatório, planeta, mundo, audiência, evento, eventos, redução, ambiente, meio, gases, metas, trabalhos, proposta, dias, tema, governo, último, consequências"
44,"Copa, futebol, Clube, estádios, brasileiro, campeonato, time, jogos, jogador, bebidas, alcoólicas, voto, clube, violência, estádio, cidade, atletas, centenário, sede, partida, venda, brasileira, corrupção, Elogio, Comemoração, Encaminhamento, basquete, ações, gestão, presidente"
45,"terras, indígenas, demarcação, temporal, terra, marco, invasões, rurais, índios, comunidades, hectares, estrangeiros, povos, reserva, áreas, ocupações, posicionamento, compra, área, indenização, suposta, processo, propriedade, Justiça, pertencentes, garimpo, Elogios, data, conservação, Insatisfação"
