Topic,Rotulo
11,"igualdade, gênero, discriminação, racial, mulheres, iguais, social, racismo, luta, raciais, políticas, promoção, cotas, inclusão, desigualdades, igualitária, afirmativas, históricas, públicas, feminina, oportunidades, avanço, prática, valores, sociais, ideal, importante, pessoas, menção, igual"
12,"democracia, desrespeito, instituições, impunidade, Estado, Judiciário, atuação, brasileiros, decisões, povo, fundamentais, juventude, poderes, fundamental, desenvolvimento, liberdade, Senador, institucional, população, corrupção, cultura, caso, humanos, autoridades, social, leis, aplicação, violência, violação, equilíbrio"
13,"indígenas, terras, demarcação, temporal, índios, povos, demarcações, conflitos, indígena, áreas, jurídica, desenvolvimento, segurança, questão, interesses, nacional, indigenista, soberania, etnias, rurais, decisões, comunidades, produtores, legal, Estado, questões, decisão, exploração, campo, indenização"
14,"ambiental, ambiente, meio, ambientais, preservação, sustentável, desenvolvimento, biomas, licenciamento, sustentabilidade, políticas, nacional, legal, reconhecimento, importante, uso, questão, nacionais, regularização, públicas, novo, revisão, ações, positiva, práticas, patrimônios, atuais, sustentáveis, prioridade, menção"
15,"República, Vice, legitimidade, Legislativo, poder, crise, Executivo, eleição, democracia, Estado, governabilidade, eleições, mandato, Presidência, cargo, postura, ordem, poderes, presidente, processo, limites, eleitoral, instituições, democrático, decisões, independência, separação, povo, transparência, reforma"
16,"Municípios, recursos, Estados, federativo, autonomia, distribuição, municípios, União, financeira, pacto, entes, federativos, encargos, financeiras, financeiro, receitas, situação, administrativa, descentralização, atual distribuição, responsabilidades, sobrecarregados, fiscal, falta, necessidades, concentração, reforma, obrigações, desenvolvimento, dificuldades"
17,"royalties, distribuição, petróleo, Estados, produtores, recursos, Municípios, naturais, federativo, equilíbrio, exploração, redistribuição, União, equitativa, social, regionais, desigualdades, municípios, contratos, riquezas, brasileiros, estados, clara, ordinária, equidade, inconstitucional, discussão, educação, legal, compensações"
18,"desenvolvimento, condições, acesso, eficiência, financeiras, programa, vida, medida, tramitação, regional, perdas, indústria, guerra, Região, adoção, superior, número, nacional, Estados, ensino, votação, Justiça, desleal, importados, público, trâmites, gestão, cadastro, gratuito, rápida tramitação"
19,"provisórias, Executivo, uso, provisória, medida, excessivo, legislativa, função, democracia, questões, Poderes, projetos, deliberação, relevância, urgência, dignidade, legislativo, ação, limites, caráter, edição, processo, clara, fidelidade, comprometido, desprestígio, competência, hora, falta, democrática"
20,"crianças, adolescentes, infantil, jovens, trabalho, infância, políticas, públicas, violência, social, prioridade, importante, Implícito, maioridade, anos, fundamentais, infratores, integral, necessidades, proibição, garantias, penal, educação, sociais, avanço, retrocesso, implementação, Estado, prática, leis"
21,"participação, popular, democracia, participativa, direta, mecanismos, iniciativa, população, projetos, populares, representativa, processo, representatividade, social, legislativo, decisões, representação, maior, democrática, povo, cidadã, reforma, político, demandas, inclusão, avanço, soberania, representantes, mecanismo, orçamento"
22,"cargo, tributária, tributário, reforma, sistema, Estados, energia, carga, econômico, social, desenvolvimento, tributárias, fiscal, arrecadação, tributos, econômica, elétrica, produtores, justo, reformas, distribuição, distorção, complexidade, normas, União, federativo, nacional, urgente, eficiente, injustiça"
23,"crimes, Código, crime, penal, penas, hediondos, estupro, criminalidade, leis, violência, impunidade, prisão, vítimas, segurança, atuais, perpétua, mudança, crianças, penais, atual legislação, criminosos, narcotráfico, insuficientes, mulheres, processo, necessidades, pena, mudanças, juvenil, novo"
24,"cidadania, cidadãos, cidadã, fundamentais, cidadão, social, fundamental, promoção, acesso, menção, cultura, inclusão, democracia, positiva, Estado, Justiça, implementação, trabalho, vida, atuação, pública, brasileiros, plena, importante, renda, educação, públicos, digna, garantias, compromisso"
25,"atuação, instituição, membros, independência, independente, fundamental, instituições, atribuições, combate, corrupção, Estado, investigação, autonomia, função, institucionais, defensor, sociais, democracia, poder, poderes, retrocesso, propostas, promoção, escolha, trabalho, democrático, avanço, republicanos, manutenção, continuidade"
26,"liberdade, expressão, imprensa, censura, democracia, liberdades, fundamentais, tentativa, baluarte, pilar, ameaça, fundamental, povo, autoritárias, prévia, judicial, sigilo, opinião, decisão, manutenção, violação, ato, grau, fonte, jornalistas, excessos, abusos, caso, incompatível, estatal"
27,"humanos, dignidade, humana, pessoa, social, Implícito, políticas, internacionais, promoção, avanços, crianças, públicas, luta, iniciativas, éticos, valores, violência, guia, programas, vida, alinhada, função, igualdade, pessoas, fundamental, implementação, inclusão, universais, termos, respeitosa"
28,"trabalhadores, trabalhistas, trabalho, trabalhista, relações, domésticos, domésticas, sociais, conquistas, horas, trabalhadoras, trabalhador, importante, jornada, semanais, condições, avanços, ampliação, rurais, reforma, melhoria, negociação, significativos, social, significativo, dignidade, empregadores, brasileiros, vida, avanço"
29,"impeachment, processo, legitimidade, regimentais, normas, político, comissão, correta, conformidade, caso, ideological, gerenciais, aplicação, necessário, econômica, econômico, crise, atalhos, political, decisão, transparência, compra, coerente, horas, presidência, envolvidos, responsabilização, erros, atual governo, indicação"
30,"CPI, CPIs, instalação, fiscalização, investigação, investigações, minoria, público, Implícito, seriedade, parlamentares, minorias, irregularidades, transparência, vida, públicos, eficácia, desvio, recursos, finalidade, uso, instituições, fato, mesmo, oposição, requisitos, mecanismos, atuação, terço, corrupção"
