Topic,Rotulo
41,"anos, luta, Parlamento, indígenas, democracia, Congresso, importância, governo, CPIs, provisórias, necessidade, atribuições, desenvolvimento, princípios, medidas, Estado, promulgação, respeito, constitucionais, taxação"
42,"redução, Presidente, trabalho, processo, jornada, indígenas, recursos, impeachment, importantes, brasileira, conquistas, projeto, forma, constitucional, exploração, pobreza, previsto, constitucionais, estabilidade, relação"
43,"terrorismo, morta, democráticas, atos, letra, dívida, pública, dispositivo, direito, prática, constitucional, governo, medida, social, Executivo, tipificação, abordagem, esferas, instituições, lideranças"
44,"texto, falta, importância, infância, indígenas, vitória, opinião, clara, básicos, direitos, respeito, proteção, Conselho, ausência, relação, fundamentais, valorização, devido, saúde, histórica"
45,"responsabilidade, crime, Sistema, respeito, processo, práticas, impeachment, golpe, devido, municipal, financeiro, medidas, constitucionais, autonomia, relação, provisórias, constitucional, democráticos, relevância, previsto"
46,"Estado, social, legalidade, instituições, relações, internacionais, região, defesa, falta, democráticas, Direito, estado, gastos, regras, política, história, constitucional, direitos, governo, medida"
47,"integração, associação, cumprimento, único, professores, energia, interpretação, mecanismo, valorização, produtores, justa, econômica, objetivos, povos, dispositivos, respeito, trabalho, inovadora, pendentes, conselhos"
48,"impeachment, adoção, processo, soberania, direitos, maioridade, valor, golpe, militar, contexto, julgamento, democracia, igualdade, princípios, penal, ações, avaliação, proteção, apoio, redução"
49,"básica, medida, instalação, opinião, clara, respeito, importância, responsabilidade, afronta, financiamento, preceitos, salário, processo, mínimo, educação, brasileira, devido processo, democracia, municípios, saúde"
50,"pública, países, tema, relação, brasileira, governo, obrigação, saúde, segurança, proposta, direito, corrupção, opinião, clara, emenda, respeito, entanto, inovador, impeachment, avanços"
51,"positiva, visão, progresso, consonância, meio, emenda, garantias, forma, sociais, ensino, incentivos, interesses, Estados, direitos, defesa, fiscais, ambiente, apoio, importância, mulheres"
52,"impunidade, ideológica, justiça, tribunal, jornada, papel, prioridade, apoio, objetivo, partidos, representação, federal, criação, luta, ideia, política, Congresso, normas, importância, redução"
53,"importância, nomeação, ordem, ações, fundamental, terras, respeito, princípios, pública, objetivos, direito, crianças, governo, forma, democrática, constitucionais, papel, golpistas, base, uso"
54,"presentes, falha, marco, princípios, oposição, jurídica, processo, importância, justiça, segurança, temporal, legal, pétrea, cláusula, impeachment, político, parlamentares, democracia, comuns, diminuição"
55,"provisórias, transporte, medidas, utilização, garantias, implementação, direitos, respeito, tipificação, parlamentarismo, fraude, morta, destruição, produtos, reservas, sustentável, produção, letra, dívida, referendo"
56,"manifestação, garantia, reeleição, direitos, decreto, positiva, constitucionais, atual, trabalhistas, regionais, governo, forma, respeito, desigualdades, autonomia, popular, papel, instituições, homem, direito"
57,"lei, setores, sociedade, pobreza, responsabilidade, administração, públicas, crimes, regionais, fundamentais, servidores, respeito, desigualdades, democrática, legislação, permanência, perfeito, negativo, advocacia, marco"
58,"crime, inclusão, leis, importância, papel, controle, criação, responsabilidade, grande, princípios, questões, processo, visão, normas, conquista, positiva, reflexo, impeachment, fundamental, unanimidade"
