Topic,Rotulo
12,"Casa, emenda, proposta, Senado, casa, papel, Senadores, Congresso, Câmara, Estados, brasileira, legislativas, equilíbrio, constitucionais, sociedade, própria, federativo, Poderes, reeleição, democracia, mandato, revisora, mesmo, aprovação, importante, compromisso, política, reforma, medidas, cidadão"
13,"fiscalização, Executivo, controle, atos, papel, financeiro, público, Senado, responsabilidade, dinheiro, União, indireta, obrigação, Casas, brasileira, competência, contas, administração, orçamentária, externo, operacional, contábil, patrimonial, atribuições, dever, pública, leis, entidades, governo, projeto"
14,"orador, importância, poderes, discurso, independência, necessidade, separação, constitucionais, autonomia, democracia, menção, emenda, relacionado, princípios, direitos, normativa, igualdade, alinhado, projetos, políticas, violação, hierarquia, contrárias, aprovação, democráticos, ampliação, criação, sistema, corrupção, linha"
15,"pública, publicidade, moralidade, impessoalidade, administração, legalidade, eficiência, princípios, segurança, Administração, dever, público, indireta, direta, artigo, responsabilidade, polícias, acordo, administrativa, princípio, processo, regulamentação, indispensável, Estados, Carta, advogado, artigos, caput, justiça, privado"
16,"mínimo, salário, Ministro, Ministros, ministro, ministros, mínima, ilibada, prerrogativa, vinculação, salários, Presidente, notório, decisão, Senado, clara, mínimos, anos, piso, condições, jurídico, aposentadorias, reputação, reajuste, poder, lugar, jornalista, aposentadoria, número, amigo"
17,"Regimento, regimental, Senado, Presidente, questão, sessão, mesmo, ordem, acordo, Regimentos, leis, momento, urgência, fato, tempo, CPI, votação, cima, posse, legal, dia, partido, indicações, situação, secreto, princípio, respeito, partidárias, nomes, composição"
18,"Congresso, emenda, PEC, Senado, proposta, possível, projeto, convocação, hidrelétrica, Poderes, sociedade, ofensa, autorização, questão, maioria, votação, referendo, dever, caso, apoio, grandeza, entrega, dúvida, artigos, Parlamentares, área, tema, política, emendas, objetivo"
19,"Municípios, saúde, Estados, fundos, educação, prefeitos, dinheiro, constitucionais, União, orçamentos, bolo, receita, receitas, Prefeitos, líquida, ano, investimentos, obrigação, recursos, governadores, Orçamento, divisão, corrente, acordo, bolão, Presidente, emenda, menos, força, participação"
20,"brasileira, brasileiro, democracia, brasileiras, espinha, República, povo, constituinte, valor, parte, democrático, leis, dorsal, soberania, brasileiros, vez, sociedade, defesa, anos, direitos, ditadura, valores, decisões, forma, garantidora, aposentado, questão, poder, cidadania, famílias"
21,"petróleo, exploração, Estados, royalties, União, natural, compensação, Municípios, mar, produtores, participação, resultado, continental, recursos, energia, plataforma, territorial, elétrica, território, combustíveis, minerais, órgãos, termos, destino, financeira, origem, direta, lavra, administração, jazidas"
22,"provisória, urgência, medida, medidas, provisórias, relevância, edição, matéria, Executivo, pressupostos, emenda, urgentes, apreciação, constitucionais, proposta, admissão, aprovação, matérias, inconstitucionais, relevantes, Senado, prazos, tramitação, clara, primeiro, tempo, necessário, oportunidade, projeto, respeito"
23,"Câmara, Deputados, Senado, emenda, proposta, projetos, projeto, Senadores, quintos, votos, prazo, entendimento, época, recursos, constitucionalidade, segundo turno, pior, constituintes, turno, tarefa, dia, Executivo, federais, dispositivos, comissão, problema, sessão, vezes, inconstitucional, indicativos"
24,"criança, adolescente, família, prioridade, crianças, absoluta prioridade, absoluta, adolescentes, sociedade, convivência, comunitária, profissionalização, alimentação, familiar, dignidade, lazer, dever, crueldade, cultura, opressão, violência, proteção, exploração, salvo, vida, respeito, educação, discriminação, saúde, liberdade"
25,"democrático, democrática, democráticas, instituições, respeito, processo, base, princípios, política, partidos, poder, social, povo, democracia, políticos, princípio, cidadã, expressão, jurídica, regime, restabelecimento, essencial, soberania, fundamentais, direitos, cláusula, vezes, prática, eleitores, parâmetros"
26,"terras, terra, indígenas, índios, demarcação, União, propriedade, índio, indígena, domínio, ocupação, área, claras, conclusão, anos, áreas, titulação, exploração, posse, determinada, autorização, escravo, pessoas, comunidades, processo, riquezas, preservação, social, demarcatório, nulos"
27,"cidadã, Carta, cidadania, democracia, outubro, Presidente, liberdade, direitos, conjunto, promulgação, equívoco, dia, bandeira, brasileira, arcabouço, responsável, sociais, garantias, liberdades, resultado, cidadão, novo arcabouço, desespero, elaboração, palavra, brasileiros, fundamentais, anos, indispensáveis, novo"
28,"ambiente, meio, ecologicamente, ambiental, gerações, futuras, futuras gerações, coletividade, essencial, qualidade, comum, presentes, uso, vida, dever, bem, povo, poder, ambientais, público, competência, artigo, área, principal, sociedade, patrimônio, questões, política, regulamentação, determinações"
29,"iguais, estabelecido, igual, sentido, teto, casos, mundo, Justiça, maior, pessoas, questão, princípio, compromisso, civil, lado, razão, atual, necessidade, cumprimento, demissíveis, atual lei, fascistas, verdade, igualdade, função, salário, horário, explicitado, fundamental, legal"
30,"Judiciário, judicial, Legislativo, juízes, decisão, Executivo, Justiça, leis, controle, direitos, calote, ativismo, processo, competência, brasileiro, garantias, juiz, decisões, orçamento, sociedade, confiança, Câmara, constitucionais, poder, administrativo, jurídico, termo, acesso, externo, reforma"
31,"tributária, reforma, tributário, tributos, sistema, tribunais, tributárias, Estados, complementar, carga, emenda, contribuições, Emenda, Tribunais, contas, regime, proposta, arrecadação, União, normas, princípios, inciso, imunidade, jurídico, essenciais, matéria, solução, administrações, funcionalidade, contributiva"
32,"provisórias, relevância, medidas, urgência, Congresso, provisória, imediato, medida, Presidente, força, caput, caso, casos, pressupostos, atendimento, observância, votação, mérito, requisitos, Senadores, constitucionais, instrumento, deliberações, comissões, excepcional, deliberação, artigo, âmbito, invés, ocorrência"
33,"fundamentais, direitos, carta, objetivos, Constitucional, democracia, nacional, sonhos, coerência, sociedade, princípios, iguais, tratado, essenciais, defesa, patrimônio, respeito, valores, sociais, capítulo, importantes, pacto, povo, artigos, força, área, organização, redução, instituição, justiça"
34,"crédito, abertura, suplementar, autorização, créditos, operações, inciso, legislativa, prévia, correspondentes, especial, indicação, extraordinário, recursos, externas, comoção, financeira, calamidade, extraordinários, União, natureza, imprevisíveis, guerra, interesse, despesas, urgentes, decorrentes, interna, pública, Senado"
35,"harmônicos, independentes, Poderes, Executivo, Judiciário, poderes, independente, União, independência, brasileira, separação, Nação, Presidente, missão, poder, atividade, forma, magnitude, Independente, sintonizados, indiscriminada, fato, gosto, artigo, brasileiro, máxima, adequado, justo, orientação, meses"
36,"democracia, representativa, alternância, promotor, respeito, povo, participativa, poder, ato, ditadura, plebiscito, época, voto, representantes, direta, emendas, coisa, liberdade, instituições, mês, divisão, postura, tempo, referendo, anos, vez, mandato, instrumentos, mesmo, social"
37,"CPI, terço, investigação, CPIs, minoria, requerimento, Casas, membros, próprios, respectivas Casas, judiciais, autoridades, respectivas, regimentos, fato, assinaturas, poderes, Senado, prazo, infratores, instalação, acórdão, Câmara, instrumento, certo, apuração, conjunto, criminal, maioria, constitucionais"
38,"pétrea, cláusula, pétreas, cláusulas, federativa, direitos, garantias, privacidade, questão, vida, individuais, forma, homens, âmbito, princípio, princípios, juristas, inconstitucional, diferentes, públicos, estrutura, brasileiros, inviolável, mesmo, ordenamento, bem, federativo, redução, vista, especial"
39,"advogado, pago, brasileira, brasileiro, cidadão, hora, ônus, vida, fundamentais, direitos, vice, família, defensor, ideias, liberdade, atos, sagrado, pobres, Ministro, posição, juiz, tribuna, leis, Presidente, ordenamento, compromisso, civil, soberania, povo, período"
40,"veto, vetos, dias, recebimento, pauta, prazo, Congresso, Presidente, votação, sessão, apreciação, proposições, escrutínio, voto, secreto, deliberação, conjunta, imediata, absoluta, maioria, horas, presidenciais, data, legislativo, final, ordem, Senado, Senadores, dia, pena"
41,"interesses, defesa, regime, indisponíveis, jurídica, ordem, individuais, democrático, instituição, jurisdicional, sociais, Judiciário, permanente, essencial, atribuições, função, papel, institucionais, membros, atividades, hoje, advogados, observância, exercício, independente, essenciais, leis, funções, grande, importância"
42,"legal, devido processo, devido, processo, obediência, contraditório, legalidade, ampla defesa, ampla, constitucionais, presunção, inocência, defesa, alegações, respeito, mesmo, garantias, forma, direitos, jurídicas, iniciativa, grau, processual, juiz, preceitos, leis, princípio, princípios, transparência, normas"
43,"povo, poder, representantes, parágrafo, único, meio, termos, democracia, bolão, voto, democrático, artigo, plebiscito, dinheiro, patrão, seguinte, vaidade, clara, primeiro, chamado princípio, proclamação, estatuído, primeiro artigo, sufrágio, textos, princípio, intermédio, instituído, bolo, atenta"
44,"Disposições, limites, Estados, Território, territórios, transformação, Territórios, artigo, Federais, criação, atuais, compreendidos, critérios, normas, nova, Unidades, compreendido, condição, condições, promulgação, mesmos, anos, novos, área, servidores, novos Estados, importância, livre comércio, tutela, importação"
45,"cassação, Plenário, triste, favor, economia, questão, mercado, gente, mandato, voto, CPMF, negociação, negociações, anos, momento, educação, povo, tempo, servidores, despesas, arrecadação, cidadão, mesa, hora, saúde, coisa, vezes, social, ponto, condições"
46,"autonomia, entes, administrativa, Municípios, Estados, federativos, funcional, plano, poder, relação, financeira, federativo, soberania, medida, princípio, política, recursos, União, Vereadores, brasileira, Prefeito, municipais, busca, vontade, afronta, áreas, organização, próprio, federal, possibilidade"
47,"cidadão, saúde, dever, cidadãos, acesso, obrigação, clara, segurança, inocente, indiscutível, pessoais, necessárias, contrário, interesses, condições, exercício, , , , , , , , , , , , , , "
48,"terras, índios, originários, tradições, línguas, costumes, crenças, bens, indígenas, direitos, organização, social, União, terra, arts, etnias, conquista, nua, grande, povos, parágrafo, grande conquista, permanente, imprescindíveis, usos, sentido, produtivas, primeiro, benfeitorias, proprietários"
49,"agravos, saúde, recuperação, igualitário, econômicas, promoção, risco, universal, doença, ações, serviços, redução, acesso, políticas, proteção, sociais, premissa, plasmado, principio, , , , , , , , , , , "
50,"empresas, empresa, energia, micro, empresarial, pequeno, empresário, Estados, financiamento, campanhas, comercialização, tratamento, estatal, porte, pequenas empresas, pequenas, microempresas, pequeno porte, oportunidade, técnico, pequenos, emenda, participação, inconstitucional, ilegal, repasse, profissão, produtores, aspas, entes"
51,"social, Previdência, saúde, universal, contribuição, assistência, seguridade, Saúde, faturamento, sistema, empregador, Único, acesso, brasileiro, jogos, lotéricos, atendimento, previdência, lucro, empregado, garantido, contribuições, financiamento, generosa, dinheiro, superávit, déficit, Repito, percentuais, condições"
52,"comunicações, sigilo, XII, telefônicas, rádio, judicial, inciso, correspondência, telecomunicações, emissoras, televisão, último caso, quebra, dados, instrução, programação, inviolável, criminal, hipóteses, último, fins, radiodifusão, telefônico, processual, TV, inviolabilidade, monopólio, investigação, dano, ordem"
53,"terras, indígenas, temporal, marco, demarcação, outubro, promulgação, data, povos, tese, dia, líquido, uso, território, certo, índios, questão, terra, propriedade, indígena, Território, áreas, condição, prazo, fim, cuidadosa, controversa, teoria, contestação, expansão"
54,"financeira, financeiro, financeiras, recursos, financeiros, Estados, fontes, assistência, acordo, União, custeio, fiscais, orçamentária, municípios, Municípios, ente, capacidade, remissão, aplicação, forma, Entes, equilíbrio, impostos, patrimonial, superávit, redução, objetivo, ações, universidades, desacordo"
55,"trabalho, trabalhadores, trabalhador, direitos, carteira, autônomo, trabalhadoras, trabalhistas, brasileira, recentes, Consolidação, resguardado, semanal, inaceitável, empregado, escravo, jornada, férias, profissão, luta, mudança, conquistas, anos, golpe, função, pautas, terceirização, celetista, mesma função, país"
56,"liberdade, expressão, imprensa, liberdades, jornalística, comunicação, plena, plena liberdade, veículo, manifestação, defesa, pensamento, informação, pilares, social, democracia, dispositivo, firme, cerceamento, livre, conciliação, fraternidade, senador, medo, fundamentais, querido, crença, amplo, livre manifestação, indispensável"
