Topic,Rotulo
14,"cidadãos, fundamentais, propriedade, deficiência, garantias, pessoas, cidadania, individuais, proteção, indígenas, cidadão, humanos, social, povos, dignidade, brasileiro, humana, cidadã, públicas, políticas, pessoa, inclusão, função, defesa, brasileiros, segurança, governo, Deficiência, medida, responsabilidade"
15,"educação, ensino, educacional, qualidade, dever, acesso, básica, educacionais, família, escola, responsabilidade, fundamental, cidadãos, deficiência, trabalho, pessoas, escolas, qualificação, colaboração, desenvolvimento, condições, pleno desenvolvimento, pleno, obrigação, sociedade, cidadania, igualdade, preparo, crianças, especiais"
16,"desigualdades, regionais, objetivos, sociais, desenvolvimento, pobreza, redução, regiões, políticas, marginalização, regional, fundamentais, governo, objetivo, eliminação, nacional, III, públicas, país, solidária, inciso, livre, justa, econômico, território, criação, distribuição, sociedade, social, fundamental"
17,"democracia, democrático, instituições, democrática, democráticas, eleições, dorsal, espinha, crise, defesa, regime, processo, ações, Direito, tentativa, estabilidade, ordem, eleitoral, governo, país, essencial, governantes, políticos, liberdade, decisões, voto, violação, maior, turno, atuação"
18,"CPI, CPIs, instalação, minoria, requisitos, investigação, criação, terço, requerimento, fato, inquérito, fatos, assinaturas, membros, minorias, fiscalização, maioria, parlamentar, poderes, parlamentares, comissão, autoridades, próprios, irregularidades, investigações, poder, judiciais, Câmara, vontade, Casas"
19,"Poderes, harmonia, independentes, independência, harmônicos, Legislativo, Poder, Executivo, Judiciário, poderes, separação, equilíbrio, independente, harmônica, poder, decisões, atribuições, competências, interferência, institucional, funções, limites, União, bem, atuação, democracia, freios, respeitosa, indevidas, autonomia"
20,"devido processo, devido, processo, legal, judicial, judiciais, defesa, Judiciário, ampla defesa, contraditório, ampla, decisões, garantias, juiz, jurisdição, juízes, grau, atuação, decisão, fundamentais, julgamento, ações, leis, investigações, individuais, ordenamento, presunção, inocência, legalidade, razoável"
21,"petróleo, royalties, Estados, exploração, distribuição, produtores, Municípios, gás, compensação, União, mar, natural, participação, continental, naturais, financeira, riqueza, resultado, plataforma, minerais, territorial, equitativa, impactos, provenientes, subsolo, territórios, brasileiros, jurídico, termos, energia"
22,"democracia, social, interesses, inclusão, nacional, reforma, legislação, governo, medidas, país, econômica, previdência, crise, brasileiro, papel, proteção, políticas, democrático, cidadania, independência, mercado, político, saúde, regulamentação, formação, efetiva, fundamental, decisões, combate, escolha"
23,"ambiente, ambiental, ambientais, proteção, gerações, futuras, futuras gerações, coletividade, licenciamento, sustentável, concorrente, presentes, competência, impacto, dever, vida, legislação, Estados, políticas, desenvolvimento, qualidade, uso, preservação, União, bem, defesa, normas, essencial, produção, naturais"
24,"tributária, tributário, tributos, sistema, reforma, tributárias, carga, tribunais, normas, arrecadação, consumidores, impostos, transparência, criação, contributiva, novos, funcionalidade, entidades, contas, competência, capacidade, imunidade, Tribunais, tributo, promulgação, União, controle, simplificação, essenciais, aumento"
25,"crianças, adolescentes, criança, família, adolescente, prioridade, proteção, absoluta, sociedade, familiar, profissionalização, comunitária, convivência, alimentação, lazer, violência, dever, cultura, educação, dignidade, políticas, públicas, exploração, crueldade, opressão, jovens, responsabilidade, anos, vida, salvo"
26,"opiniões, parlamentares, palavras, parlamentar, votos, imunidade, inviolabilidade, invioláveis, civil, Senadores, exercício, Parlamentares, mandato, prerrogativas, Deputado, voto, inviolável, liberdade, expressão, decisão, ações, emendas, legal, proteção, atuação, medo, funções, Ministro, declarações, prerrogativa"
27,"Território, transformação, Estados, autonomia, administrativa, territórios, geográficos, desenvolvimento, criação, estado, Federais, limites, condição, estados, promulgação, terras, reorganização, categoria, papel, territorial, fundamental, federativa, federação, atuais, outubro, território, elevação, federado, local, econômico"
28,"crédito, autorização, abertura, créditos, suplementar, operações, suplementares, legislativa, prévia autorização, decretos, prévia, extraordinário, extraordinários, especial, inciso, correspondentes, responsabilidade, externo, operação, indicação, provisórias, calamidade, crime, governo, comoção, bancos, impeachment, medidas, processo, requisitos"
29,"interesses, defesa, individuais, indisponíveis, papel, jurídica, ordem, regime, democrático, sociais, membros, instituição, essencial, corrupção, atribuições, funções, função, jurisdicional, independente, sociedade, combate, fundamental, atuação, democracia, instituições, limites, permanente, delegados, Justiça, investigações"
30,"mandato, vacância, terceiro, terceiro mandato, Cada, esperança, reeleição, presidencial, possível, eleições, vez, nova, eleição, caso, anos, últimos, cargo, Presidência, ano, indireta, tentativa, mandatos, possibilidade, consecutivo, cargos, atual, presidenciais, Executivo, democracia, regras"
31,"Regimento, regimentais, Casa, normas, proposições, sessões, contrárias, leis, procedimentos, votação, sessão, decisões, regimental, decisão, presidência, ações, votações, ordem, princípio, partido, proporcionalidade, processo, legislativos, secreta, regras, cumprimento, indicação, tempo, legislativas, trabalhos"
32,"povo, poder, representantes, eleitos, popular, único, parágrafo, nome, vontade, voto, democracia, direta, representação, termos, soberania, participação, consciente, Legislativo, plebiscito, mecanismos, representativa, decisões, referendo, iniciativa, população, exercício, interesses, decisão, brasileiro, participativa"
33,"gastos, teto, públicos, educação, saúde, áreas, limite, inflação, essenciais, anos, despesas, limites, investimentos, governo, crescimento, anterior, ano, fiscal, sociais, despesa, aumento, necessária, Gastos, públicas, medida, perigoso, diretor, listas, econômica, políticas"
34,"integração, povos, internacionais, paz, países, latino, relações, americana, cultural, conflitos, pacífica, autodeterminação, nações, econômica, solução, externa, internacional, cooperação, social, comunidade, regional, formação, postura, humanidade, venezuelana, objetivo, progresso, soberania, defesa, país"
35,"vetos, veto, presidenciais, dias, votação, apreciação, prazo, pauta, legislativo, recebimento, presidencial, deliberação, sessão, processo, ordem, derrubada, proposições, conjunta, Executivo, projetos, final, secreto, voto, papel, escrutínio, absoluta, maioria, decisão, dia, imediata"
36,"voto, secreto, transparência, votação, cassação, votações, mandato, secreta, parlamentares, maior transparência, deliberações, aberta, situações, maior, casos, secretas, Câmara, perda, Regimento, abertas, decisões, parlamentar, processos, sessões, mandatos, alteração, transparentes, âmbito, indicação, responsabilidade"
37,"salário, mínimo, piso, salarial, necessidades, trabalhadores, valor, básicas, benefícios, inflação, reajuste, enfermagem, trabalhador, digno, vinculação, decreto, aposentados, capaz, real, IV, família, vitais, previdenciários, valorização, complexidade, saúde, suficiente, inciso, extensão, vida"
38,"incentivos, fiscais, desenvolvimento, região, modelo, regional, tratamento, anos, prorrogação, econômico, vantagens, benefícios, Disposições, tributário, regime, continuidade, livre comércio, competitividade, comércio, segurança, ambiental, reconhecimento, fiscal, industrial, vigência, sustentável, preservação, livre, Relator, amazônica"
39,"pétrea, cláusula, cláusulas, pétreas, maioridade, penal, redução, pena, perpétua, morte, prisão, inconstitucional, crimes, mudanças, legislação, garantias, criminosos, propriedade, plebiscito, progressão, revisão, anos, hediondos, inimputabilidade, emendas, questão, significativas, privacidade, possível, alteração"
40,"segurança, dever, responsabilidade, polícias, Estados, preservação, cidadãos, policiais, Governadores, ordem, pessoas, artigo, militares, níveis, federal, coordenação, função, governo, civis, polícia, União, primária, bombeiros, reconhecimento, violência, obrigação, gestão, cidadão, sistema, efetiva"
41,"servidores, transposição, quadro, União, territórios, quadros, anos, federal, Estados, benefício, território, período, transpostos, tratamento, públicos, Federais, federais, injustiça, regulamentação, isonômico, emendas, prazo, mesmo tratamento, mesmos, criação, estaduais, justiça, benefícios, isonomia, questão"
42,"educação, investimento, mínimo, mínimos, saúde, aplicação, Municípios, áreas, receitas, Estados, investimentos, orçamento, ensino, obrigação, desenvolvimento, área, governo, percentuais, vinculação, gestores, receita, significativa, públicos, parte, prefeitos, cumprimento, limites, mínimas, índice, legal"
43,"julgado, melhor, trânsito, sentença, prisão, condenatória, inocência, presunção, penal, instância, segunda instância, segunda, condenação, pena, inciso, princípio, decisão, interpretação, inconstitucional, execução, processo, clara, apreensão, judiciais, corpus, liberdade, habeas, esgotamento, cumprimento, legal"
44,"Câmara, Casa, legislativo, urgência, tramitação, processo, revisora, projetos, iniciadora, legislativas, matéria, sanção, bicameral, medidas, rito, papel, decisão, prazos, propostas, debate, votação, impositivo, regimentais, provisórias, constitucionalidade, matérias, função, promulgação, turnos, procedimento"
45,"saúde, Municípios, Estados, líquida, receita, orçamentos, corrente, União, percentual, percentuais, regulamentação, parte, obrigação, aplicação, significativa, receitas, mínimo, orçamento, gastos, entes, investimentos, investimento, estaduais, municipais, financiamento, específica, adequado, municípios, governos, arrecadação"
46,"partidos, reforma, políticos, político, pluripartidarismo, reformas, sistema, partidária, criação, pluralismo, eleitoral, democracia, mudanças, exclusiva, fusão, brasileiro, incorporação, políticas, extinção, democrático, partido, preceitos, livre, atuais, partidário, convocação, propostas, representatividade, inconstitucional, coligações"
47,"ordem, defesa, papel, Pátria, garantia, segurança, disciplina, militares, fronteiras, hierarquia, uso, atuação, narcotráfico, nacional, instituições, situações, reserva, envolvimento, guerra, caso, força, país, combate, ações, poderes, inconstitucional, governo, funções, sociedade, crise"
48,"social, seguridade, Previdência, assistência, previdência, sistema, reforma, saúde, proteção, financiamento, empregador, contribuições, contribuição, parte, déficit, orçamento, superavitária, fontes, faturamento, idosos, lucro, tripé, pagamento, públicas, políticas, ações, fundamentais, empregado, áreas, trabalhadores"
49,"rádio, comunicações, telecomunicações, televisão, sigilo, telefônicas, emissoras, programação, comunicação, serviços, TV, produção, acesso, monopólio, quebra, judicial, radioisótopos, inciso, concessão, União, sociais, empresas, autorização, XII, radiodifusão, telefônico, concessões, uso, competência, dados"
50,"cidadãos, pessoas, transporte, liberdade, brasileiros, segurança, acesso, hora, meios, livre, território, questão, regiões, nacional, básicos, cidadão, condições, brasileiro, reservas, filhos, povo, civil, família, acreano, alteração, precioso, fuso, irrestrito, impossibilidade, horário"
51,"popular, participação, iniciativa, população, referendos, projetos, democracia, plebiscitos, legislativo, mecanismos, assinaturas, instrumentos, referendo, processo, participativa, direta, leis, populares, sociedade, plebiscito, apresentação, cidadania, decisões, mecanismo, elaboração, criação, primeira, destinos, legislação, número"
52,"emendas, propostas, processo, legislativo, tramitação, votação, Senadores, suplentes, específico, quintos, Implícito, projetos, voto, apresentação, comissões, formal, reguladoras, apreciação, turnos, agências, transparência, novas, discurso, parlamentares, Câmara, apoio, comissão, suplente, Relator, preliminar"
