Topic,Rotulo
14,"trabalhista, trabalhadores, reforma, direitos, trabalhistas, retrocesso, condições, previdenciária, Consolidação, previdência, propostas, reformas, medida, escravidão, ilegal, empresários, debate, terceirização, defesa, empregos, retrocessos, partido, aprovação, discussão, acesso, participação, análogas, atualidade, doutrina, democracia"
15,"petróleo, royalties, distribuição, redistribuição, Estados, produtores, federativo, justa, proposta, lei, Municípios, recursos, equilíbrio, direitos, educação, mudança, municípios, busca, equitativa, provenientes, emenda, prejudicial, riqueza, atual, maior, destinação, legislação, previdência, revisão, indenizações"
16,"Ministro, impeachment, pedido, atuação, ações, democracia, liberdade, expressão, requerimento, direitos, prerrogativas, medidas, processo, devido processo, contrárias, legal, judicial, devido, Requerimento, Estado, arbitrárias, presença, pedidos, democrático, Senadores, inconstitucional, ativismo, Direito, decisão, possibilidade"
17,"TV, digital, informação, telecomunicações, inclusão, acesso, televisão, telefonia, democratização, serviços, importância, operadoras, consumidores, aprovação, liberdade, projetos, expressão, sociedade, comunicação, uso, valores, ambiente, programação, essencial, direito, transparência, medida, básico, brasileira, exclusão"
18,"Médicos, Mais, médicos, saúde, medicamentos, programa, carentes, médico, Medicina, acesso, medida, estrangeiros, profissionais, regiões, continuidade, carência, pública, cubanos, criação, distribuição, carreira, contratação, cursos, iniciativa, essenciais, Portaria, brasileiros, suficiente, veículos, adequadas"
19,"adolescentes, crianças, violência, proteção, direitos, maioridade, penal, sexual, menores, sociedade, exploração, políticas, vez, aprovação, dignidade, combate, trabalho, públicas, infratores, crimes, mudança, pedofilia, juvenil, infância, família, implementação, revisão, alterações, lei, ações"
20,"governo, Presidente, democracia, medidas, política, ameaça, valores, postura, trabalhadores, direitos, previdência, eleição, políticas, ações, instituições, social, povo, antidemocráticas, propostas, reforma, externa, candidatura, sociedade, desigualdade, relações, risco, conquistas, caso, crianças, futuro"
21,"CPMF, saúde, prorrogação, recursos, carga, gestão, tributária, governo, propósito, má gestão, impostos, má, população, existentes, desnecessária, pública, aplicação, original, criação, partido, públicos, continuidade, novos, nome, tributos, atual, redução, tentativa, excessiva, destinação"
22,"adesão, integração, bloco, ingresso, situação, países, democracia, brasileiro, imprensa, democráticos, econômicos, preocupação, governo, entrada, regime, liberdade, regimes, autoritários, relação, democráticas, autoritário, regional, possibilidade, direitos, soberania, Executivo, políticos, postura, caminho, riscos"
23,"igualdade, racial, racismo, cotas, discriminação, raciais, aprovação, social, promoção, luta, inclusão, históricas, lei, desigualdades, políticas, projetos, ações, passo, avanço, homofobia, compromisso, justiça, implementação, universidades, oportunidades, desigualdade, direitos, significativo, sociais, dignidade"
24,"atuação, decisão, aborto, expressão, liberdade, Poderes, parlamentares, temas, prerrogativas, imunidade, Corte, processo, decisões, harmonia, constitucional, interpretação, parlamentar, adequado, prática, legislativo, possíveis conflitos, insalubridade, valores, evento, cristãos, cálculo, sentimento, resoluções, desordem, julgamentos"
25,"aplicação, limpa, corrupção, ficha, política, ética, rigorosa, impunidade, popular, eleições, luta, passo, sociedade, cargos, implementação, maior, públicos, limpas, importante, transparência, legislativas, leis, exigência, combate, votação, medidas, servidores, maior participação, moralização, desejo"
26,"tramitação, aprovação, lei, legislativo, direitos, projetos, Deficiência, pessoas, orçamento, processo, deficiência, municípios, Casas, substitutivo, texto, matéria, acordo, administrativa, legislativa, novos, reconhecimento, justiça, leis, qualidade, uso, clientelista, grandes partidos, inclusão, taxistas, eleitoreira"
27,"ambiental, preservação, produção, agrícola, sustentável, novo, desenvolvimento, proteção, legislação, aprovação, sustentabilidade, revisão, produtores, jurídica, Deputado, necessidades, segurança, debate, atualização, importância, agricultores, cuidadosa, realidades, regularização, lei, ambientais, rurais, brasileira, reforma, comparativas"
28,"crédito, operação, cartões, juros, financeiras, operações, Município, autorização, aprovação, consumidores, legais, requisitos, produtivo, taxas, importância, regulamentação, recursos, mercado, extraordinários, resolução, lei, cooperativas, pleito, favorável, créditos, externo, abusivas, acesso, consumidor, desenvolvimento"
29,"risco, democracia, democráticas, instituições, vigilância, autoritárias, abusos, autoritarismo, práticas, direitos, constante, riscos, ditadura, ações, limites, garantias, institucional, estado, Congresso, fundamentais, turbulências, crise, nacional, corruptas, policial, pública, retorno, união, perda, permanente"
30,"royalties, distribuição, Estados, Municípios, produtores, justa, recursos, educação, proposta, lei, equitativa, aprovação, nova, Executivo, revisão, desenvolvimento, redistribuição, regras, estados, saúde, regionais, brasileiros, investimentos, desigualdades, social, indexação, maior parcela, duradouro, projetos, nordestinos"
31,"Operação, corrupção, CPI, Toga, investigações, continuidade, Estado, instalação, justiça, democracia, ações, instituições, direito, atuação, Judiciário, condução, adequado, impunidade, tentativa, possíveis irregularidades, viés, seletividade, instauração, formas, possíveis, partidários, irregularidades, partidário, envolvidos, firme"
32,"pacto, federativo, novo pacto, Municípios, Estados, novo, recursos, União, distribuição, revisão, entes, justa, construção, regionais, desigualdades, descentralização, maior, centralização, desenvolvimento, nacional, discussão, municípios, poder, destino, relação, criação, exemplos, escândalos, benefício, positiva"
