Topic,Rotulo
12,"Constituição, direito, democracia, brasileira, liberdade, respeito, País, Estado, Presidente, direitos, Senador, compromisso, democrático, fundamental, dever, responsabilidade, princípios, lei, defesa, pessoas, poder, voto, planejamento, maior, vida, Casa, anos, força, tribuna, povo"
13,", , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
14,"democracia, liberdade, expressão, Constituição, imprensa, respeito, defesa, direito, manifestação, país, liberdades, direitos, princípios, constitucionais, presente, ditadura, maior, regime, garantias, verdadeira, constitucional, pensamento, desrespeito, reencontro, protesto, juntos, vigilantes, intransigente, informação, comunicação"
15,"crime, penal, crimes, Penal, Constituição, inafiançável, racismo, maioridade, responsabilidade, imprescritível, lei, processo, anos, gravidade, Estado, imputabilidade, legislação, casos, brasileira, constitucional, sociedade, emenda, proposta, redução, competência, autoridades, violência, idade, cometimento, foro"
16,"reforma, política, reformas, sistema, exclusiva, País, profunda, eleitoral, político, convocação, ampla, Reforma, preciso, pequenos, proposta, discussão, Constituição, políticas, Previdência, necessidade, administrativa, estruturas, Judiciário, definitiva, constitucional, institucional, vontade, Estados, institucionais, povo"
17,"educação, Constituição, Estado, ensino, dever, direito, saúde, recursos, anos, crianças, escolar, idade, colaboração, pleno, desenvolvimento, direitos, trabalho, pleno desenvolvimento, família, obrigatório, universidades, constitucional, sociedade, fundamentais, alimentação, professores, cidadania, exercício, PEC, importância"
18,"fiscal, Constituição, fiscalização, financeira, Estados, Executivo, crédito, necessidade, Senador, Municípios, Senadores, União, emenda, medidas, obrigação, dever, País, controle, financeiras, medida, federal, auxílio, recursos, constitucional, despesas, projeto, brasileira, entes, municípios, dinheiro"
19,"Congresso, Constituição, lei, emenda, País, complementar, Senado, projetos, Senador, especial, Poder, competência, vez, sentido, momento, grande, final, artigos, anos, âmbito, tribuna, partidárias, favor, criação, acordo, emendas, plenitude, propostas, lideranças, fim"
20,"Constituição, cidadã, outubro, bandeira, palavras, Carta, saudoso, promulgação, brasileira, anos, dia, cidadania, social, defesa, sociedade, direitos, plena, consciência, País, autoritarismo, nomes, décadas, responsável, princípios, liberdade, maiores, conjunto, povo, longo, soberania"
21,"autonomia, vezes, , , , , , , , , , , , , , , , , , , , , , , , , , , , "
22,"Câmara, Senado, emenda, proposta, Constituição, autoria, projeto, prazo, Relator, ano, voto, secreto, discussão, papel, fim, direito, regulamentação, Senadores, provisórias, forma, medidas, prorrogação, dia, decisão, gestão, vez, uso, semana, passado, constituinte"
23,"terras, indígenas, terra, ambiente, meio, demarcação, Constituição, ambiental, marco, temporal, ecologicamente, índios, direito, indígena, ambientais, proteção, futuras, gerações, exploração, lei, preservação, constitucional, áreas, futuras gerações, Estado, direitos, reserva, social, promulgação, mineração"
24,"Constituição, emenda, Senado, medidas, provisórias, constitucional, relação, matéria, servidores, direito, vez, lei, portaria, respeito, Senadores, matérias, tarefa, urgente, legislação, importante, laudo, falsos, antropólogos, constatação, defesa, necessário, povo, acesso, partilha, verdade"
25,"legal, Constituição, legalidade, judicial, Regimento, devido processo, devido, processo, lei, decisão, calote, respeito, devida, jurídico, País, guarda, voto, jurídica, liberdade, defesa, constitucional, legislativo, apreciação, secreto, atuação, ampla, discordância, marco, leis, razão"
26,"fundamentais, Constituição, direitos, constitucional, promulgação, capítulo, gente, anos, direito, brasileiros, momento, visibilidade, objetivos, democracia, social, institutos, garantias, idéia, erradicação, pessoas, juventude, fundamental, soberana, próprios, decisão, brasileira, sociais, lei, revisão, determinação"
27,"adolescentes, crianças, criança, adolescente, família, prioridade, proteção, absoluta, Constituição, direitos, sociedade, convivência, educação, dever, Estado, familiar, alimentação, jovem, direito, crueldade, negligência, profissionalização, opressão, brasileira, lazer, salvo, respeito, anos, formação, exploração"
28,"mudanças, menção, Constituição, legislação, existentes, projeto, gente, elogios, morte, mundo, regulamentação, dúvida, importância, lei, tempo, terços, pressa, perpétua, emenda, sombra, sobrevivência, calada, maus, bolo, costumes, vitaliciedade, povo, bons, melhores, cuidado"
29,"tributária, reforma, tributário, recursos, distribuição, forma, segmento, Municípios, tratamento, sistema, carga, arrecadação, setor, crescimento, necessidade, profunda, inconstitucionalidade, cooperativismo, ações, profunda reforma, política, proposta, reformas, penais, pequenas, nacional, Constituição, lei, impostos, justa"
30,"mínimo, salário, Ministro, Constituição, lei, mínima, anos, ministro, brasileiro, ministros, julgamento, renda, direito, gente, Ministros, brasileira, ativa, previsão, aposentados, próximos, trabalhador, decreto, coisa, hora, Senado, constitucional, ano, confusão, aval, autorizado"
